client_uuid,loan_uuid,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due,segment
1741,3675,2021-08-20,6616683,2025-08-20,2025-08-20,6304381.37,0,STANDARD
288,3676,2021-06-23,647494,2022-12-23,2022-12-23,518363.84,0,Standard
1973,3677,2021-01-19,1810169,2024-01-19,2024-01-19,1140751.36,0,Standard
552,3678,2021-03-22,294860,2022-09-22,2022-09-22,107439.81,296, subprime
326,3679,2022-11-15,92398,2023-11-15,2023-11-15,69910.19,0, subprime
1286,3680,2020-09-21,12216208,2022-03-21,2022-03-21,3887583.25,141,High Risk
105,3681,2022-10-20,691451,2025-10-20,2025-10-20,619799.72,305,High Risk
212,3682,2021-03-31,312774,2022-03-31,2022-03-31,311794.89,0,Standard
654,3683,2019-09-21,108660,2024-09-21,2024-09-21,93136.45,0,Standard
619,3684,2023-01-04,64967,2024-07-04,2024-07-04,32362.49,66,Unknown
680,3685,2021-01-19,615687,2024-01-19,2024-01-19,550628.1,0,high risk 
204,3686,2022-12-26,605726,2026-03-26,2025-12-26,376064.15,18,prime
1950,3687,2022-11-15,786406,2024-05-15,2024-05-15,759517.66,0,Standard
1449,3688,2019-11-10,546396,2022-11-10,2022-11-10,510717.94,0,Standard
1374,3689,2022-09-05,325385,2023-09-05,2023-09-05,156987.78,0,Prime
1003,3690,2023-01-01,11213974,2027-01-01,2027-01-01,10796367.76,0,Standard
59,3691,2022-12-28,632590,2023-12-28,2023-12-28,155054.1,48,Subprime
1922,3692,2023-06-08,3462202,2025-06-08,2025-06-08,3422286.54,0,N/A
1991,3693,2020-01-21,4650345,2021-01-21,2021-01-21,3072754.74,315,High Risk
1787,3694,2022-10-20,64392,2024-04-20,2024-04-20,42193.5,0,Standard
582,3695,2020-09-27,234900,2024-09-27,2024-09-27,58267.51,0,Prime
822,3696,2019-10-10,839434,2022-10-10,2022-10-10,439534.73,0,Standard
471,3697,2022-03-01,17486195,2025-05-30,2025-03-01,4473082.77,0,N/A
1744,3698,2019-07-03,246849,2021-07-03,2021-07-03,197734.12,0,Standard
575,3699,2023-10-28,13603117,2028-10-28,2028-10-28,6774823.41,153,STANDARD
1868,3700,2022-02-27,553963,2026-02-27,2026-02-27,300280.31,0,Standard
1390,3701,2020-04-09,636470,2022-07-08,2022-04-09,590955.81,0,Standard
685,3702,2020-05-02,260414,2021-05-02,2021-05-02,248299.99,122,High Risk
1916,3703,2019-12-24,86035,2022-12-24,2022-12-24,53005.28,0,Standard
1267,3704,2020-07-17,2874660,2024-07-17,2024-07-17,880145.09,99,N/A
539,3705,2020-04-29,892340,2025-04-29,2025-04-29,233453.11,0,STANDARD
1944,3706,2021-04-30,7972068,2022-04-30,2022-04-30,5751278.12,33,Subprime
970,3707,2020-05-08,1065132,2021-05-08,2021-05-08,718180.26,0,prime
1761,3708,2021-09-06,844053,2023-09-06,2023-09-06,502802.03,0,Unknown
1811,3709,2023-10-18,4677148,2027-10-18,2027-10-18,1470266.31,0,N/A
697,3710,2020-01-28,18770442,2023-01-28,2023-01-28,10781088.59,0,Standard
556,3711,2022-04-02,1740126,2025-04-02,2025-04-02,776583.22,0,Prime
1516,3712,2020-01-16,11782198,2025-01-16,2025-01-16,9532181.22,0,Standard
162,3713,2023-10-20,543058,2026-10-20,2026-10-20,195675.22,0,Prime
697,3714,2022-04-28,15940438,2025-04-28,2025-04-28,4865698.61,95,High Risk
1849,3715,2023-05-25,240757,2025-05-25,2025-05-25,156411.32,0,Standard
1093,3716,2023-06-09,266982,2026-06-09,2026-06-09,199789.07,0,Standard
404,3717,2021-06-09,5808057,2023-06-09,2023-06-09,5757068.09,118,STANDARD
1825,3718,2019-09-07,1815573,2024-09-07,2024-09-07,898944.4,127,Unknown
983,3719,2021-05-13,2097918,2026-05-13,2026-05-13,1743434.53,0,Standard
1690,3720,2019-02-10,113034,2020-08-10,2020-08-10,69982.05,0,prime
1246,3721,2019-06-13,4349275,2024-06-13,2024-06-13,3084654.86,0,Unknown
764,3722,2021-12-29,1119780,2026-12-29,2026-12-29,925057.87,0, subprime
516,3723,2021-07-13,9997056,2025-07-13,2025-07-13,5093366.73,223,High Risk
832,3724,2023-10-09,3720831,2026-10-09,2026-10-09,2687656.87,0, subprime
472,3725,2019-12-23,488066,2021-06-23,2021-06-23,260307.54,0,
667,3726,2021-07-11,164886,2023-07-11,2023-07-11,130996.31,344,High Risk
1544,3727,2023-09-18,365073,2027-09-18,2027-09-18,201443.69,0,N/A
1091,3728,2020-04-28,1114835,2023-04-28,2023-04-28,972708.76,137,High Risk
703,3729,2021-04-24,538358,2026-04-24,2026-04-24,193307.4,0,prime
1376,3730,2023-01-19,498646,2024-07-19,2024-07-19,110285.67,0,Prime
613,3731,2023-08-25,284269,2028-08-25,2028-08-25,211813.55,0,Unknown
8,3732,2023-10-05,10763997,2025-04-05,2025-04-05,3232694.43,0,Prime
948,3733,2019-10-10,15228747,2021-10-10,2021-10-10,5748527.79,15,
1524,3734,2020-01-30,828855,2025-04-30,2025-01-30,195246.05,0,Prime
146,3735,2022-08-23,100617,2027-11-21,2027-08-23,87882.02,56,Subprime
1094,3736,2023-02-27,795789,2027-02-27,2027-02-27,571377.94,0,Standard
324,3737,2019-09-23,639470,2022-09-23,2022-09-23,251901.74,0,Prime
1697,3738,2019-10-15,12706775,2021-04-15,2021-04-15,9122094.45,0,Standard
1811,3739,2021-02-12,3663677,2022-05-13,2022-02-12,2519319.57,0,Standard
1198,3740,2019-01-01,10302528,2022-01-01,2022-01-01,8810708.37,0,Standard
1754,3741,2020-09-03,431554,2021-09-03,2021-09-03,321916.2,0,Standard
871,3742,2023-11-24,128019,2028-02-22,2027-11-24,67559.55,0,Standard
1457,3743,2021-11-08,936458,2024-11-08,2024-11-08,435501.34,0,Prime
1363,3744,2021-02-04,1767781,2026-02-04,2026-02-04,1364372.06,0,Standard
564,3745,2022-07-10,365458,2026-07-10,2026-07-10,334592.62,362,high risk 
1194,3746,2023-07-25,132159,2024-07-25,2024-07-25,30166.18,0,Prime
735,3747,2019-04-29,5502045,2023-04-29,2023-04-29,4218913.9,0,
408,3748,2022-02-25,379455,2025-02-25,2025-02-25,263487.2,0,Standard
854,3749,2019-09-02,154668,2021-09-02,2021-09-02,106054.48,132,High Risk
1690,3750,2023-02-04,76752,2024-02-04,2024-02-04,60794.15,0,Standard
1031,3751,2022-04-12,317321,2023-10-12,2023-10-12,228469.5,0,N/A
1844,3752,2020-03-04,782628,2021-06-02,2021-03-04,585962.52,0,Standard
1959,3753,2022-01-15,166523,2023-07-15,2023-07-15,62603.82,264,High Risk
675,3754,2021-10-31,49843,2026-10-31,2026-10-31,35120.02,265,High Risk
514,3755,2020-08-20,564563,2023-08-20,2023-08-20,397535.5,0,Standard
1926,3756,2021-04-28,15285580,2024-04-28,2024-04-28,10666292.82,51,Subprime
1446,3757,2019-05-29,3370852,2023-05-29,2023-05-29,885406.59,0,STANDARD
999,3758,2022-07-19,115240,2024-01-19,2024-01-19,66340.13,0,Standard
1693,3759,2023-06-30,325858,2024-12-30,2024-12-30,178430.65,0,Standard
66,3760,2020-08-06,13273350,2022-08-06,2022-08-06,3989822.44,273,STANDARD
1790,3761,2021-07-22,1182414,2025-10-20,2025-07-22,259708.6,0,
1740,3762,2023-08-21,726049,2028-11-19,2028-08-21,292592.43,0,Prime
298,3763,2020-06-25,6162506,2025-06-25,2025-06-25,4840431.25,126,High Risk
798,3764,2023-04-26,8614327,2027-04-26,2027-04-26,7807840.52,0,Standard
1239,3765,2019-10-30,19442045,2023-10-30,2023-10-30,10704612.07,0,Standard
1336,3766,2021-09-08,317508,2026-12-07,2026-09-08,310320.65,277,prime
1739,3767,2020-07-25,15498774,2021-10-23,2021-07-25,8341074.84,0,Unknown
398,3768,2020-05-19,484529,2023-05-19,2023-05-19,120498.99,198,High Risk
887,3769,2019-07-01,1634839,2020-07-01,2020-07-01,1602990.96,68,Subprime
1820,3770,2020-12-28,21951222,2022-06-28,2022-06-28,8314810.18,0,Prime
1053,3771,2019-05-09,128936,2020-05-09,2020-05-09,120726.8,0,Standard
744,3772,2020-03-16,21535737,2023-03-16,2023-03-16,20778796.11,0,Standard
254,3773,2021-11-04,713916,2025-11-04,2025-11-04,302212.15,0,STANDARD
1902,3774,2020-10-16,633287,2023-10-16,2023-10-16,628098.3,0,Standard
1522,3775,2019-12-03,14540802,2020-12-03,2020-12-03,5744873.38,77,Subprime
774,3776,2019-02-25,7149574,2020-02-25,2020-02-25,6688842.02,22,N/A
1341,3777,2023-12-16,10994364,2027-12-16,2027-12-16,9804763.08,0,
78,3778,2023-03-09,984331,2027-03-09,2027-03-09,604153.88,0,Standard
565,3779,2019-04-17,870104,2022-04-17,2022-04-17,530535.82,0,Standard
1479,3780,2021-05-25,385867,2022-05-25,2022-05-25,88960.69,0, subprime
1009,3781,2023-12-21,636760,2024-12-21,2024-12-21,526968.04,0,Standard
1731,3782,2019-02-11,11008614,2022-02-11,2022-02-11,9962344.8,0,Standard
592,3783,2022-08-27,4373534,2024-02-27,2024-02-27,1819268.38,0,Prime
1087,3784,2020-04-23,461444,2022-01-21,2021-10-23,230932.82,0,Standard
941,3785,2021-12-09,14673795,2025-12-09,2025-12-09,14235683.32,312,High Risk
771,3786,2021-08-19,654406,2023-11-17,2023-08-19,626954.31,0,
1444,3787,2023-02-01,2099029,2028-02-01,2028-02-01,548116.42,0,N/A
245,3788,2019-11-11,459026,2024-11-11,2024-11-11,260571.02,0,Standard
1702,3789,2020-08-15,342329,2022-08-15,2022-08-15,327954.22,0,Standard
1008,3790,2019-11-12,2462519,2024-11-12,2024-11-12,1208500.45,173,High Risk
1684,3791,2023-03-10,353865,2025-06-08,2025-03-10,138878.18,0,Prime
1225,3792,2021-03-09,556237,2023-03-09,2023-03-09,371719.15,0,Standard
1105,3793,2020-06-14,147372,2021-09-12,2021-06-14,41812.76,0,Prime
1813,3794,2021-06-17,62493,2024-06-17,2024-06-17,12968.2,270,High Risk
1117,3795,2021-04-16,2747186,2022-04-16,2022-04-16,2135708.32,259,High Risk
243,3796,2020-05-15,1941843,2021-05-15,2021-05-15,1380652.03,249,High Risk
924,3797,2020-05-16,5232284,2025-05-16,2025-05-16,4192769.13,49,Subprime
1841,3798,2023-05-05,713090,2025-05-05,2025-05-05,143371.38,0,Prime
1970,3799,2022-12-02,896355,2024-12-02,2024-12-02,373085.78,0,Prime
1603,3800,2019-05-13,2825771,2020-05-13,2020-05-13,2425062.18,0,Standard
200,3801,2020-09-15,1780262,2024-12-14,2024-09-15,1597079.02,0,Standard
412,3802,2022-05-11,711895,2024-05-11,2024-05-11,350895.82,0,Prime
1993,3803,2021-03-15,753521,2026-03-15,2026-03-15,528818.99,39,Subprime
301,3804,2021-05-03,339710,2022-05-03,2022-05-03,140847.24,0,Prime
1379,3805,2021-12-24,612802,2023-03-24,2022-12-24,302674.83,0, subprime
544,3806,2022-01-11,637854,2025-01-11,2025-01-11,289567.63,0,
1659,3807,2023-09-16,65196,2026-09-16,2026-09-16,34346.27,0,Unknown
954,3808,2019-06-13,2186945,2022-06-13,2022-06-13,691120.79,0, subprime
238,3809,2022-01-04,778178,2026-01-04,2026-01-04,381831.6,176,
1635,3810,2023-09-30,6571326,2025-06-28,2025-03-30,4946990.51,67,Subprime
1305,3811,2023-01-06,5573839,2025-01-06,2025-01-06,5168713.71,0,Standard
309,3812,2021-10-16,3956452,2023-07-15,2023-04-16,2054655.1,332, subprime
1273,3813,2020-01-19,2235059,2025-01-19,2025-01-19,654490.46,0,Prime
120,3814,2023-02-06,208443,2025-02-06,2025-02-06,170686.17,0,Standard
1527,3815,2021-05-01,11727068,2022-05-01,2022-05-01,10697572.04,0,Standard
1851,3816,2020-08-18,3156690,2025-08-18,2025-08-18,973720.34,0,
298,3817,2020-08-08,12185160,2022-08-08,2022-08-08,3594244.63,0,Prime
703,3818,2022-10-02,869104,2026-12-31,2026-10-02,659532.71,0,STANDARD
644,3819,2019-01-01,625248,2024-01-01,2024-01-01,289911.97,0,Prime
346,3820,2022-12-13,6153189,2027-12-13,2027-12-13,2666673.85,190,prime
1387,3821,2021-03-03,740591,2022-03-03,2022-03-03,567810.14,0,Standard
242,3822,2020-10-05,1091693,2022-07-04,2022-04-05,722464.17,79,Subprime
1322,3823,2020-03-18,10007869,2025-03-18,2025-03-18,9765414.55,110,High Risk
1727,3824,2023-08-11,1222260,2025-08-11,2025-08-11,1069846.08,0,Standard
1038,3825,2022-05-31,2933481,2024-05-31,2024-05-31,1111396.61,47,high risk 
336,3826,2023-10-01,4962336,2026-10-01,2026-10-01,1218650.69,0,Prime
1140,3827,2022-09-16,10987049,2025-12-15,2025-09-16,6944616.37,0,Standard
1291,3828,2020-07-13,163987,2023-07-13,2023-07-13,37149.53,363, subprime
698,3829,2020-02-13,523645,2021-02-13,2021-02-13,412890.54,0,Standard
1162,3830,2020-03-04,447833,2025-03-04,2025-03-04,439923.25,0,Standard
178,3831,2021-04-06,273666,2025-04-06,2025-04-06,162942.52,357,Unknown
1156,3832,2021-06-06,14548494,2022-12-06,2022-12-06,7076460.31,40,Subprime
1464,3833,2021-10-31,324898,2023-05-01,2023-05-01,141557.65,0,Prime
278,3834,2019-11-30,2362555,2020-11-30,2020-11-30,1097467.38,0,Prime
275,3835,2022-06-22,11970400,2024-06-22,2024-06-22,2464118.68,73, subprime
537,3836,2021-09-24,589074,2025-09-24,2025-09-24,377585.75,0,N/A
468,3837,2021-07-11,7605414,2023-10-09,2023-07-11,3823886.1,0,STANDARD
126,3838,2021-10-26,14876637,2026-10-26,2026-10-26,12428775.47,0,STANDARD
1527,3839,2019-05-11,18421928,2024-05-11,2024-05-11,4983370.64,0, subprime
869,3840,2021-08-21,2119927,2024-11-19,2024-08-21,1824809.68,0,Standard
1495,3841,2019-06-22,748904,2020-06-22,2020-06-22,526239.23,0,Standard
1898,3842,2022-11-16,563028,2023-11-16,2023-11-16,500922.34,0,Standard
907,3843,2019-05-29,482455,2022-05-29,2022-05-29,475543.42,0,Standard
628,3844,2019-05-24,254285,2023-05-24,2023-05-24,219945.92,0,Standard
1226,3845,2021-04-02,514026,2022-10-02,2022-10-02,327197.88,0,Standard
1372,3846,2020-04-14,1588052,2022-04-14,2022-04-14,1205372.66,0,N/A
200,3847,2022-11-15,1999084,2024-08-13,2024-05-15,1184104.55,0,Standard
1445,3848,2022-10-14,1780255,2026-01-12,2025-10-14,1560632.24,98,High Risk
1236,3849,2021-08-21,2483637,2023-02-21,2023-02-21,2072430.85,224,High Risk
547,3850,2023-05-27,75483,2025-05-27,2025-05-27,70034.68,0,prime
1659,3851,2022-05-23,30161,2024-05-23,2024-05-23,11936.8,23,
379,3852,2021-03-30,585772,2022-03-30,2022-03-30,340888.61,0,Standard
387,3853,2022-01-12,1227664,2027-01-12,2027-01-12,308891.02,313,High Risk
1523,3854,2022-03-07,768277,2026-03-07,2026-03-07,749008.81,0,Standard
1506,3855,2022-05-07,2385303,2024-08-05,2024-05-07,1855355.02,0,Standard
1165,3856,2021-10-28,10179931,2023-10-28,2023-10-28,4086165.93,328, subprime
988,3857,2021-10-21,656576,2025-10-21,2025-10-21,386997.01,234, subprime
772,3858,2019-11-02,55175,2021-05-02,2021-05-02,53489.16,0,Unknown
1380,3859,2020-08-17,611758,2024-08-17,2024-08-17,239145.88,0,Prime
1384,3860,2022-06-13,77130,2027-06-13,2027-06-13,49919.81,113,High Risk
774,3861,2023-06-12,14102075,2027-09-10,2027-06-12,10133676.24,0,prime
587,3862,2020-12-07,2341413,2022-12-07,2022-12-07,2017015.76,0,Standard
498,3863,2020-05-07,1642768,2021-11-07,2021-11-07,1445512.93,308,High Risk
46,3864,2022-05-20,2362657,2027-05-20,2027-05-20,2025316.3,98, subprime
1618,3865,2023-08-16,3702500,2028-08-16,2028-08-16,1983388.13,66,Subprime
1738,3866,2019-11-19,7493493,2022-11-19,2022-11-19,4661217.69,0,N/A
1774,3867,2020-05-08,90523,2024-08-06,2024-05-08,87838.01,0,Standard
782,3868,2020-12-24,175983,2024-12-24,2024-12-24,50989.63,348,High Risk
1225,3869,2022-03-01,455392,2026-03-01,2026-03-01,439563.01,0,Standard
329,3870,2021-06-12,88686,2022-06-12,2022-06-12,63969.5,0,Standard
598,3871,2023-06-09,166711,2028-06-09,2028-06-09,137654.5,143,High Risk
641,3872,2022-09-03,11070644,2024-03-03,2024-03-03,5282981.39,155,High Risk
826,3873,2019-02-07,705082,2024-02-07,2024-02-07,227926.59,0,Prime
1861,3874,2022-12-02,164794,2024-12-02,2024-12-02,136405.48,292,High Risk
225,3875,2019-05-26,10953349,2021-05-26,2021-05-26,7976052.68,0,Standard
197,3876,2023-04-14,155722,2026-04-14,2026-04-14,93160.93,0,high risk 
1582,3877,2019-07-31,290999,2024-07-31,2024-07-31,167050.23,99,High Risk
1179,3878,2019-02-14,125897,2021-02-14,2021-02-14,74694.36,51,Subprime
1306,3879,2021-01-18,859171,2024-01-18,2024-01-18,764381.6,0,Standard
1173,3880,2023-04-14,56110,2027-04-14,2027-04-14,13571.08,0,prime
39,3881,2022-09-18,6198632,2023-09-18,2023-09-18,1887797.99,0,Prime
342,3882,2022-01-17,3119083,2023-04-17,2023-01-17,740564.6,0,Prime
1296,3883,2020-09-08,3112104,2022-09-08,2022-09-08,1653262.47,263,Unknown
1903,3884,2019-02-19,3508766,2022-02-19,2022-02-19,2829764.23,0,Standard
1275,3885,2019-08-17,452533,2020-08-17,2020-08-17,115897.56,0,Prime
203,3886,2020-02-02,786202,2021-02-02,2021-02-02,367502.48,0,Prime
994,3887,2021-03-13,496883,2026-03-13,2026-03-13,124037.23,0,Prime
1011,3888,2023-11-09,146514,2025-11-09,2025-11-09,54484.03,0,Prime
197,3889,2020-12-08,71700,2022-12-08,2022-12-08,29178.92,0,Prime
1937,3890,2020-05-05,117562,2021-05-05,2021-05-05,102864.32,0,Standard
1039,3891,2022-07-19,17784475,2023-07-19,2023-07-19,9423730.8,102, subprime
1700,3892,2020-03-07,2953295,2021-06-05,2021-03-07,986590,0,Prime
309,3893,2019-05-31,2239866,2020-05-31,2020-05-31,490784.57,0,prime
1852,3894,2023-07-07,50025,2025-01-07,2025-01-07,18860.06,0,Prime
619,3895,2023-05-15,109823,2024-05-15,2024-05-15,45765.04,0,Prime
427,3896,2020-03-05,357038,2021-03-05,2021-03-05,185658.79,234, subprime
625,3897,2020-07-07,5832722,2021-07-07,2021-07-07,3770933.24,338,High Risk
875,3898,2022-06-16,17667648,2024-03-15,2023-12-16,12588989.01,71,
525,3899,2020-04-04,2962376,2025-07-03,2025-04-04,1590341.12,46,Subprime
1035,3900,2019-11-15,4188488,2021-11-15,2021-11-15,3910370.03,0,Standard
1354,3901,2022-06-04,701555,2024-06-04,2024-06-04,212657.22,0,Prime
600,3902,2022-07-02,68799,2023-07-02,2023-07-02,31557.84,200,High Risk
1050,3903,2020-09-06,20270440,2022-09-06,2022-09-06,4201751.43,0,Prime
132,3904,2022-05-23,101600,2023-08-21,2023-05-23,65928.26,99,high risk 
444,3905,2019-09-21,2132316,2021-03-21,2021-03-21,1064417.6,0,Prime
9,3906,2022-09-30,149924,2024-09-30,2024-09-30,88904.44,0,Standard
992,3907,2022-09-08,15494283,2023-09-08,2023-09-08,5496282.62,0,N/A
1677,3908,2023-05-08,113057,2027-08-06,2027-05-08,77487.67,0,Standard
1797,3909,2019-10-15,827280,2021-10-15,2021-10-15,174967.74,11,Standard
16,3910,2021-06-26,878050,2026-06-26,2026-06-26,596277.51,0,Standard
1042,3911,2021-09-18,32908,2023-03-18,2023-03-18,18567.49,0,Standard
1221,3912,2020-02-29,1807902,2023-05-29,2023-02-28,1424478.54,189,High Risk
432,3913,2020-12-29,121593,2023-03-29,2022-12-29,111577.39,182,STANDARD
1337,3914,2022-07-25,94090,2025-07-25,2025-07-25,26937.01,163,Unknown
1168,3915,2022-09-12,4272715,2024-03-12,2024-03-12,2543912.09,0,Unknown
523,3916,2023-01-21,217675,2026-01-21,2026-01-21,67782.97,0,Prime
1557,3917,2021-04-18,4672892,2024-04-18,2024-04-18,1386500.28,0,Prime
1917,3918,2021-08-12,793442,2025-08-12,2025-08-12,419962.41,312,High Risk
157,3919,2020-08-09,457638,2022-02-09,2022-02-09,208645.73,0,Prime
447,3920,2023-03-22,3944572,2025-06-20,2025-03-22,2309104.51,0,Standard
129,3921,2021-09-02,119954,2026-09-02,2026-09-02,41620.72,87,N/A
1439,3922,2023-03-12,914616,2027-06-10,2027-03-12,807651.59,0,Standard
1803,3923,2022-05-07,423016,2027-05-07,2027-05-07,291329.35,98,High Risk
1687,3924,2019-04-23,347331,2022-04-23,2022-04-23,287544.95,0,Standard
112,3925,2022-08-23,76745,2025-08-23,2025-08-23,37132.44,0,Prime
1063,3926,2021-02-05,528162,2026-02-05,2026-02-05,138408.58,105,High Risk
1067,3927,2019-10-16,3002162,2024-10-16,2024-10-16,795059.07,0,Unknown
1613,3928,2019-02-18,908667,2023-02-18,2023-02-18,583382.45,0,Standard
1100,3929,2021-08-04,506302,2026-11-02,2026-08-04,326287.22,121,High Risk
1538,3930,2020-11-27,596161,2024-02-25,2023-11-27,368036.25,0,Standard
1674,3931,2020-11-25,5847892,2023-11-25,2023-11-25,4590945.41,78,STANDARD
4,3932,2019-09-18,72587,2024-09-18,2024-09-18,15246.66,0, subprime
509,3933,2020-02-14,95618,2021-08-14,2021-08-14,35361.05,214, subprime
215,3934,2023-03-19,320164,2028-03-19,2028-03-19,137740.52,0,Prime
859,3935,2023-02-08,7172184,2028-02-08,2028-02-08,3501682.11,0,Prime
1771,3936,2021-04-27,106350,2025-04-27,2025-04-27,70261.28,217,high risk 
1097,3937,2021-08-01,15926362,2023-02-01,2023-02-01,3656928.37,0,Prime
858,3938,2019-07-31,2704721,2023-07-31,2023-07-31,1551702.09,0,Standard
1537,3939,2020-10-02,175194,2022-04-02,2022-04-02,155006.56,0,Standard
122,3940,2021-09-19,1423921,2023-03-19,2023-03-19,574700.84,0,Prime
283,3941,2021-01-25,383227,2026-04-25,2026-01-25,343751.73,334,High Risk
1371,3942,2023-06-09,216154,2024-06-09,2024-06-09,183412.06,0,STANDARD
154,3943,2021-07-07,809848,2023-01-07,2023-01-07,402474.33,0,Prime
1676,3944,2022-10-03,1094181,2024-10-03,2024-10-03,328330.68,204, subprime
981,3945,2019-10-12,625466,2021-10-12,2021-10-12,582413.86,0,N/A
137,3946,2023-06-23,302592,2027-09-21,2027-06-23,120821.7,0,N/A
647,3947,2022-06-25,403721,2026-06-25,2026-06-25,88069.98,0,prime
1885,3948,2022-04-29,13879452,2026-07-28,2026-04-29,5687577.48,0,Prime
210,3949,2020-07-02,121372,2022-07-02,2022-07-02,75695.57,0,Standard
1643,3950,2021-05-16,438061,2023-05-16,2023-05-16,409187.26,0,Standard
492,3951,2022-04-09,4445246,2027-04-09,2027-04-09,3996371.5,340,High Risk
1741,3952,2019-12-11,7727030,2021-06-11,2021-06-11,1858117.42,0,Prime
134,3953,2022-05-15,12961268,2023-05-15,2023-05-15,3437037.14,0,prime
1041,3954,2019-09-07,1903244,2021-09-07,2021-09-07,709431.74,63,Subprime
1650,3955,2023-07-30,12387741,2027-07-30,2027-07-30,10233655.52,0,prime
939,3956,2019-06-07,248864,2023-06-07,2023-06-07,82159.54,0,prime
479,3957,2020-09-14,1619215,2022-03-14,2022-03-14,1089202.35,166,N/A
1758,3958,2021-03-19,105687,2026-03-19,2026-03-19,86950.64,0,Unknown
815,3959,2023-12-15,370905,2026-12-15,2026-12-15,230265.68,0,Standard
995,3960,2022-02-20,127934,2023-08-20,2023-08-20,82665.15,0,
1337,3961,2020-12-25,69488,2026-03-25,2025-12-25,18284.55,100,High Risk
1259,3962,2021-04-26,1897506,2022-10-26,2022-10-26,849212.22,0,prime
1213,3963,2023-01-23,2850530,2024-07-23,2024-07-23,2286630.92,0,Standard
910,3964,2023-10-12,1244056,2026-10-12,2026-10-12,314726.57,0,high risk 
1451,3965,2021-01-02,91504,2023-01-02,2023-01-02,88863,0,Standard
473,3966,2021-12-02,5438546,2022-12-02,2022-12-02,3205671.66,0,Standard
1767,3967,2021-10-23,1049536,2026-01-21,2025-10-23,1049326.98,0,N/A
1388,3968,2020-05-22,2954097,2023-05-22,2023-05-22,2895895.8,260,high risk 
439,3969,2023-04-23,3970400,2028-07-22,2028-04-23,1533003.53,105,High Risk
154,3970,2021-10-01,679792,2023-10-01,2023-10-01,581716.2,196,High Risk
121,3971,2023-11-16,485769,2026-02-14,2025-11-16,328007.5,0,N/A
1667,3972,2019-05-06,739359,2020-11-06,2020-11-06,437295.64,0,Standard
682,3973,2021-09-05,55430,2024-12-04,2024-09-05,30904.22,0,Standard
1827,3974,2020-05-27,464215,2022-02-25,2021-11-27,131576.21,269,High Risk
884,3975,2022-06-06,72309,2025-06-06,2025-06-06,48133.77,0,Standard
567,3976,2020-08-02,19438318,2021-08-02,2021-08-02,7210038.6,0,Prime
695,3977,2020-10-06,3945968,2023-10-06,2023-10-06,3846340.18,0, subprime
30,3978,2019-10-04,372625,2024-10-04,2024-10-04,359386.54,0,Standard
1298,3979,2021-05-08,55282,2023-05-08,2023-05-08,17577.11,0,Prime
156,3980,2023-04-19,1170684,2024-10-19,2024-10-19,1006593.02,0,Standard
1332,3981,2021-12-28,1258661,2025-12-28,2025-12-28,693401.1,231,High Risk
1109,3982,2023-05-18,4332612,2028-05-18,2028-05-18,2765747.4,0,Standard
669,3983,2023-09-21,385373,2025-06-19,2025-03-21,234948.67,0,Standard
1150,3984,2021-01-17,5736885,2026-01-17,2026-01-17,1152511.34,0,Prime
1555,3985,2019-08-21,726565,2023-08-21,2023-08-21,247696.8,0,Prime
1081,3986,2020-02-08,486221,2022-05-09,2022-02-08,123804.14,178,High Risk
958,3987,2020-11-29,3607813,2025-11-29,2025-11-29,2154886.4,0,N/A
1401,3988,2022-06-20,785565,2023-06-20,2023-06-20,746654.42,0,Standard
533,3989,2022-07-29,895216,2025-07-29,2025-07-29,813450.26,189,High Risk
1495,3990,2021-02-09,836682,2023-02-09,2023-02-09,584407.66,100,High Risk
1861,3991,2023-01-30,129585,2025-01-30,2025-01-30,31786.3,0,Prime
713,3992,2020-07-20,235914,2022-07-20,2022-07-20,170313.69,0,Standard
815,3993,2021-02-12,588874,2023-02-12,2023-02-12,275346.74,23,Standard
353,3994,2020-01-07,159933,2021-07-07,2021-07-07,94290.39,0,
1428,3995,2020-06-20,8037971,2022-06-20,2022-06-20,2542311.1,192,High Risk
1868,3996,2019-11-30,656320,2023-11-30,2023-11-30,536693.86,110,High Risk
524,3997,2023-02-28,18006301,2024-02-29,2024-02-29,3923008.8,0,Prime
1840,3998,2023-05-13,918988,2025-05-13,2025-05-13,248584.57,151,N/A
1880,3999,2020-01-23,4031692,2021-07-23,2021-07-23,1204163.56,0,Prime
1014,4000,2021-04-24,157943,2024-04-24,2024-04-24,137042.12,0,Standard
1593,4001,2022-01-14,398796,2026-01-14,2026-01-14,186515.38,0,Prime
727,4002,2021-09-30,9990772,2023-03-30,2023-03-30,2666733.33,0,Prime
542,4003,2022-10-21,29303,2026-10-21,2026-10-21,9036.1,271,STANDARD
1532,4004,2023-08-27,198312,2026-08-27,2026-08-27,154301.22,0, subprime
142,4005,2021-01-18,1332153,2023-01-18,2023-01-18,372822.34,0,Prime
126,4006,2021-02-23,14102958,2022-02-23,2022-02-23,3053984.29,0,Prime
530,4007,2023-11-02,522701,2026-11-02,2026-11-02,224001.37,0,prime
1613,4008,2023-12-07,719956,2025-09-05,2025-06-07,465051.14,0,Standard
479,4009,2021-07-02,2259376,2026-07-02,2026-07-02,559081.83,279,High Risk
1771,4010,2020-06-26,58831,2025-06-26,2025-06-26,15548.56,181,High Risk
