client_uuid,company_size,industry,subindustry,company_type,country,state,city,zip_code
1036,Large,Construction, software, LLC,Philippines,Cebu,Lapu-Lapu,6000
1037,N/A,Transportation,Delivery Services,Cooperative,Philippines,N/A,Cebu City,6014
1038,MEDIUM,Import/Export,Industrial Equipment,Sole Proprietorship,Philippines,Davao,Digos,8000
1039,Large,Food & Beverage,Catering,Cooperative,Philippines,Metro Manila,Quezon City,1100
1040,small,Financial Services,electronics,Corporation,Philippines,Zamboanga, cebu city,7100
1041,Medium,RETAIL TRADE,grocery ,LLC,Philippines,N/A,Mandaluyong,1200
1042,Micro,Education,Training Center,Partnership,Philippines,metro manila,davao ,7100
1043,Large, Technology,,Sole Proprietorship,Philippines,N/A,davao ,6100
1044,Small,Telecommunications,TEXTILES,PARTNERSHIP,Philippines,Zamboanga,Pagadian,7000
1045,Small,Food & Beverage,Food Truck,LLC, Philippines,N/A,Roxas,6100
1046,small,Transportation, software,Inc.,Pilipinas,Iloilo,Iloilo City,6100
1047,Small,manufacturing,TEXTILES,Sole Proprietorship,Philippines,N/A,Makati,1770
1048,Small,Import/Export,Food Products,Cooperative,Philippines, Davao,Davao City,8100
1049,small,manufacturing,Restaurant,Cooperative,Philippines,Davao,Samal,8100
1050,Large, Technology,N/A,corporation,Philippines,Metro Manila,Muntinlupa,1200
1051,med,Retail Trade,Clothing,sole prop, Philippines,Zamboanga,Zamboanga City,7000
1052,Medium,Real Estate,Residential,Cooperative, Philippines,Cebu,Mandaue,6038
1053,Micro,Real Estate,Development,Sole Proprietorship,PH,Davao,Samal,8100
1054,Small,manufacturing,Residential,Sole Proprietorship,,,Unknown,6015
1055,Micro,Financial Services,Remittance,Cooperative,,Zamboanga,davao ,7000
1056,MEDIUM,Technology,Digital Marketing,Cooperative,Philippines,Davao,Samal,8119
1057,med,Education,electronics,LLC,Philippines,Iloilo,,5800
1058,Medium,,Medical Equipment,Partnership,Pilipinas,CEBU,Toledo,6038
1059,Large,construction ,Travel Agency,Partnership,PHILIPPINES,Iloilo,Iloilo City,6100
1060,Micro,Tourism & Hospitality,N/A, LLC, Philippines,Zamboanga,Zamboanga City,7000
1061,large ,Transportation,Public Transport,Cooperative,,metro manila,Taguig,1550
1062,Small,Education,Training Center,Inc.,Philippines,N/A,Iloilo City,5800
1063,small,Other,Residential,N/A, Philippines,Zamboanga,Dipolog,7000
1064,MEDIUM,Telecommunications,Network Equipment,Corporation,Philippines,Davao,Digos,8000
1065,Micro,Real Estate,Commercial,Partnership,Philippines,Iloilo,Iloilo City,5000
1066,Medium,Food & Beverage,Food Truck, LLC,Philippines,Cebu,davao ,6015
1067,Medium,,Textiles,LLC,Philippines,metro manila,Davao City,8002
1068,Medium,Manufacturing,Food Processing,LLC,Philippines,Zamboanga, cebu city,7016
1069,large ,Education,Online Education,Cooperative,,Davao,Panabo,8000
1070,MEDIUM,Food & Beverage,Catering,coop,Philippines, Davao,Roxas,5000
1071,Small,Other,Network Equipment,Partnership,ph,iloilo ,Toledo,6014
1072,Micro,Education,other,Corporation,Philippines,Davao,Davao City,8100
1073,Micro,N/A,Property Management,Cooperative,Philippines,,N/A,5000
1074, Small,Manufacturing,Food Processing,sole prop,PHILIPPINES,Davao,Tagum,8119
1075,Small,Construction,other,Sole Proprietorship,Philippines,N/A, cebu city,1600
1076,Unknown,Technology,Web Design,coop,philippines,Cebu,Lapu-Lapu,6014
1077,Medium,Education,Vocational,Cooperative,Philippines,Metro Manila,Mandaluyong,1300
1078,MEDIUM,Other,Automotive Parts,LLC,,Davao,Samal,8100
1079,MEDIUM,manufacturing, software,Sole Proprietorship,Philippines,Cebu,Talisay,6038
1080,Small,Telecommunications,Network Equipment,Inc.,Philippines,N/A,Bacolod,5600
1081,Small,Real Estate,Residential,PARTNERSHIP,Philippines,N/A,Zamboanga City,7000
1082, Small,construction ,Property Management,Sole Proprietorship,Philippines,Iloilo,Bacolod,5000
1083,Micro,Agriculture,Fishery,,Pilipinas,, cebu city,5000
1084,Small,Education,TEXTILES,,,Cebu,Toledo,6038
1085,lg,,Textiles,Corporation,,CEBU,Bacolod,6100
1086,Medium,Food & Beverage,grocery ,Cooperative,ph,Metro Manila,,1550
1087,lg,construction ,Car Rental,Sole Proprietorship,Philippines,Zamboanga,Pagadian,7000
1088,Small,Retail Trade,Clothing,Corporation,PH, Davao,Pagadian,7000
1089,lg,Healthcare,other,Partnership,Philippines,Zamboanga,Dipolog,7016
1090,lg,Financial Services,Insurance,Sole Proprietorship,Philippines,metro manila,Lapu-Lapu,6000
1091,Medium,Agriculture,Fishery,PARTNERSHIP,,Iloilo,Kalibo,5800
1092,Large,Manufacturing,Automotive Parts,coop,,Metro Manila,Makati,1300
1093,med,Retail Trade,electronics,sole prop,Philippines,, cebu city,5800
1094,small,Telecommunications,Internet Provider,Partnership,philippines,Iloilo,Kalibo,6100
1095, Small,Retail Trade,Grocery,LLC,Philippines,Zamboanga,Dipolog,7000
1096,med,Food & Beverage,Catering,Cooperative,Philippines,Metro Manila,Pasay,1770
1097,Large,Financial Services,Microfinance,sole prop,Philippines,Metro Manila,Makati,1550
1098,Micro,Financial Services,Insurance,Cooperative,Philippines,Unknown,Pagadian,7000
1099,Medium,Telecommunications,,Corporation,Philippines,Iloilo,Iloilo City,5800
1100,,,Property Management,Cooperative,Philippines,iloilo ,Kalibo,5800
1101, Small,manufacturing,,coop,philippines, Davao,Iloilo City,6100
1102,Large,Education,Vocational,Sole Proprietorship,Philippines,Davao,Tagum,8002
1103,Medium,Real Estate,Development,Sole Proprietorship,Philippines,iloilo ,Digos,8105
1104,Small,Food & Beverage,Restaurant,N/A,N/A, Davao,Pasig,1770
1105,small,Transportation,other,LLC,Pilipinas, Davao,manila,6045
1106,Small,food&beverage,Automotive Parts,Sole Proprietorship,Philippines,Davao,davao ,8000
1107,Micro,Education,Tutorial,Cooperative,Philippines,Metro Manila,QUEZON CITY,1770
1108,large ,Manufacturing,Automotive Parts,Partnership,philippines, Davao,Unknown,7000
1109,Large,Transportation,Car Rental, LLC,Philippines,Zamboanga,Zamboanga City,7000
1110,Unknown,Technology,E-commerce,N/A,Philippines, Davao,Talisay,6014
1111,Micro,food&beverage,Industrial Equipment,Sole Proprietorship,Philippines,Iloilo,Roxas,5800
1112,MEDIUM,RETAIL TRADE,Internet Provider,sole prop,PHILIPPINES,Zamboanga,Pagadian,7016
1113,lg,N/A,Trucking,LLC,Philippines,N/A,QUEZON CITY,5600
1114,Micro,Food & Beverage,Catering,coop,Philippines,Unknown,N/A,5800
1115, Small,,grocery ,,Philippines,Metro Manila,QUEZON CITY,1300
1116,Medium,N/A,Investment,Sole Proprietorship,Philippines,,davao ,6015
1117,Medium,Other,Food Products,Sole Proprietorship,Philippines,Metro Manila,Manila,1000
1118,Micro, Technology,Agricultural Supply,corporation,Philippines,Cebu,Talisay,6045
1119,Micro,Education,Vocational,LLC,ph,Zamboanga,Pagadian,7016
1120,Micro,Technology,Digital Marketing,Corporation,Philippines,Cebu,Toledo,6014
1121,N/A,food&beverage,grocery ,Cooperative,PHILIPPINES,Zamboanga,Zamboanga City,7100
1122,Unknown,Agriculture,Livestock,Partnership,Philippines,Zamboanga,Dipolog,7000
1123,small,Tourism & Hospitality,Resort,LLC,Philippines,N/A,Kalibo,5600
1124,Small,Construction,,Cooperative,Philippines,Iloilo,QUEZON CITY,5000
1125,MEDIUM,food&beverage,Renovation,LLC,Philippines,Metro Manila,Makati,1400
1126,Large,Transportation,Logistics,Corporation,ph,Metro Manila,Taguig,1630
1127,,Construction,Infrastructure,Cooperative,, Davao,N/A,8105
1128,Small,Telecommunications, software,Partnership,Pilipinas,Davao,,8105
1129,Micro,Technology,,LLC,philippines,Cebu,N/A,6014
1130,,Retail Trade,Electronics Store,Partnership,Pilipinas,Zamboanga,Dipolog,7100
1131,Large,Telecommunications,Mobile Services,Partnership,Philippines,Davao,Tagum,8119
1132,Micro,Transportation,Car Rental,PARTNERSHIP,Philippines,Metro Manila,manila,1550
1133,Small,Import/Export,misc,Corporation,Philippines,Iloilo,Iloilo City,6100
1134,Large,RETAIL TRADE,Resort,Corporation,Philippines,Metro Manila,davao ,1000
1135,Small,manufacturing,Hotel,Corporation,Philippines, Davao,Tagum,8000
1136,Large,RETAIL TRADE,Automotive Parts,Partnership,Philippines,Cebu,QUEZON CITY,6038
1137,Small,Real Estate,Development,Partnership,PH,metro manila,Samal,8000
1138,N/A,N/A,Trucking,Inc.,Philippines,Zamboanga,Zamboanga City,7100
1139,lg,Transportation,Logistics,Partnership,Pilipinas,metro manila,Iloilo City,6100
1140,large ,N/A,,Partnership,Philippines,Metro Manila,Manila,1740
1141,Large,food&beverage,Restaurant,Cooperative,Philippines,,Samal,8119
1142,Small,,Online Education,coop,Pilipinas,Metro Manila,Manila,1600
1143,Medium,N/A,N/A,LLC,Philippines,CEBU,Talisay,6014
1144,Large,Manufacturing,Automotive Parts,Sole Proprietorship,Philippines,Metro Manila,Mandaluyong,1740
1145,Unknown,N/A,Commercial,Cooperative,Philippines, Davao,Caloocan,1630
1146,Micro,Technology,IT Services,LLC,Philippines,Cebu,Talisay,6045
1147,Large,Food & Beverage,Food Truck,Corporation,PHILIPPINES,Davao,Digos,8002
1148,Micro,Retail Trade,Electronics Store,Partnership,Philippines,Cebu,Unknown,6038
1149,MEDIUM,Retail Trade,misc,PARTNERSHIP,PH,Davao,Unknown,8105
1150,Large,Construction,N/A,Corporation,Philippines,Zamboanga,Pagadian,7016
1151,Micro,N/A,Food Truck,Sole Proprietorship,Philippines,Zamboanga,Zamboanga City,7000
1152,N/A,N/A,electronics,LLC,Philippines,Cebu, cebu city,6038
1153,Unknown,Import/Export,Consumer Goods,Sole Proprietorship,Philippines,,N/A,6038
1154,Large,,Residential,Sole Proprietorship,PH,Davao,Panabo,8000
1155,Medium,Food & Beverage,Food Truck,Sole Proprietorship,Philippines,Metro Manila,N/A,1200
1156,Large,Agriculture,Agricultural Supply,Sole Proprietorship,Philippines,,Panabo,8105
1157,Micro,Food & Beverage,Restaurant,Partnership,Philippines,Unknown,N/A,1600
1158,Large,Technology,E-commerce,Cooperative,PHILIPPINES,Iloilo,davao ,5600
1159,large ,food&beverage,Software Development,sole prop,philippines,Davao,Tagum,8119
1160,Micro,Retail Trade,Clothing,coop,Philippines,Iloilo,Roxas,6100
1161,Small,Telecommunications,grocery ,Corporation,Philippines,Cebu,QUEZON CITY,6038
1162,,Manufacturing,Automotive Parts,Sole Proprietorship,Philippines,Davao,Samal,8100
1163, Small,Real Estate,Property Management,Cooperative,Philippines,Metro Manila,Muntinlupa,1600
1164,Unknown, Technology,Call Center,Partnership,,,,8000
1165,Large,food&beverage,Livestock,sole prop,Philippines,iloilo ,davao ,6000
1166,Small,RETAIL TRADE,,N/A,Philippines,Iloilo,Iloilo City,5600
1167,lg,Agriculture,Agricultural Supply,N/A, Philippines,Zamboanga,Pagadian,7000
1168,Medium,Import/Export,misc,coop,Philippines,Metro Manila,Muntinlupa,1000
1169,Large,Tourism & Hospitality,TEXTILES,LLC,Philippines,Metro Manila,Quezon City,1000
1170,Micro,,Web Design,Partnership,PH,Cebu,Toledo,6000
1171,Micro,RETAIL TRADE,,Partnership,Philippines,Iloilo, cebu city,5800
1172,Micro,Real Estate,Residential,sole prop,Philippines,Cebu,Talisay,6038
1173,Micro,manufacturing,TEXTILES,sole prop, Philippines, Davao,Iloilo City,5800
1174,Medium,Real Estate,Residential,coop,PHILIPPINES,,N/A,1740
1175,Medium,Construction,Infrastructure,Cooperative,Philippines,Zamboanga,Pagadian,7016
1176,Large,Food & Beverage, software,Cooperative,Philippines,Zamboanga,Dipolog,7000
1177,Small,food&beverage,Cable TV,Partnership,Philippines,metro manila,Mandaue,6000
1178,Unknown,Tourism & Hospitality,Resort,Sole Proprietorship,Philippines,Metro Manila,Makati,1630
1179,Micro,,Automotive,Cooperative,Philippines,Iloilo,Roxas,5000
1180,Large,Food & Beverage,Bakery,LLC,Philippines,Metro Manila,Pasig,1770
1181,N/A,Manufacturing,Electronics,Inc.,Philippines,Iloilo,Roxas,5600
1182,lg,Manufacturing,Electronics,PARTNERSHIP,Philippines,Cebu,Cebu City,6038
1183,Small,Construction,Renovation,Cooperative,Philippines, Davao,Quezon City,1770
1184,Large,Construction,Materials Supply,Sole Proprietorship,Philippines,Davao,Panabo,8119
1185,Small,Telecommunications,Internet Provider,Cooperative,Philippines,Metro Manila,Taguig,1770
1186,Large,Education,Private School,PARTNERSHIP,Philippines,Metro Manila,Muntinlupa,1770
1187,Small,Financial Services,Microfinance,PARTNERSHIP,Pilipinas,Davao,Digos,8119
1188,Large,Retail Trade,Pharmacy,coop,Philippines,Davao,manila,8105
1189,Small,Transportation,,Sole Proprietorship,Philippines, Davao,davao ,5600
1190,Micro,Education,Online Education,LLC,PH,Metro Manila,Muntinlupa,1740
1191,Small,Other,Infrastructure,LLC,Philippines,Metro Manila,Las Piñas,1630
1192,Medium, Technology,TEXTILES,Sole Proprietorship,Philippines,Cebu,QUEZON CITY,6045
1193,lg,RETAIL TRADE,Trucking,Partnership,Philippines,Cebu,Toledo,6000
1194,Micro,Food & Beverage,Coffee Shop,Cooperative,Philippines,metro manila,Panabo,8105
1195, Small,Construction,Commercial,Sole Proprietorship,philippines,CEBU,Muntinlupa,1200
1196,Small,,,Inc.,Philippines,Zamboanga,Zamboanga City,7000
1197,Small,Technology,N/A,Inc.,Philippines,Metro Manila,Pasig,1770
1198,Large,Telecommunications,N/A,Sole Proprietorship,Philippines,,Digos,8105
1199,Small,Retail Trade,Electronics Store,coop,,iloilo ,Bacolod,6100
1200,N/A,food&beverage,Commercial,Corporation,ph,Iloilo,Kalibo,5600
1201,Large,Financial Services,Remittance,sole prop,N/A,Iloilo,Bacolod,5600
1202,Small,Transportation,Public Transport,N/A,N/A,Cebu,Talisay,6038
1203,Small,Food & Beverage,Restaurant,N/A,Philippines,Davao,Digos,8100
1204,large ,Construction,Materials Supply,Partnership,Philippines,Davao,Panabo,8100
1205,Large,manufacturing,misc,Sole Proprietorship,N/A,Davao,manila,8000
1206, Small,,Pharmacy,corporation,PHILIPPINES,Zamboanga,Zamboanga City,7000
1207,large ,Real Estate,Residential,Partnership,ph,Metro Manila, cebu city,1550
1208,Large,Construction,Materials Supply,Cooperative,Philippines,metro manila,Lapu-Lapu,6045
1209,Small,Retail Trade,misc,Partnership,,Cebu,Toledo,6045
1210,Unknown,Telecommunications,grocery ,Cooperative,Philippines,iloilo ,Roxas,5800
1211,Medium,Import/Export,other,Sole Proprietorship,Pilipinas,Cebu,Toledo,6014
1212,MEDIUM,Other,electronics,Cooperative,ph,iloilo ,Unknown,1200
1213,Medium,N/A,Automotive Parts,Cooperative,Philippines,Iloilo,Kalibo,6100
1214,Large,Telecommunications,Call Center, LLC,Philippines,Iloilo,Iloilo City,6100
1215,Small,manufacturing,Physical Therapy,Partnership,philippines,metro manila,Digos,8105
1216,med,Real Estate, software,LLC,Philippines,Zamboanga,Dipolog,7000
1217,Small,Real Estate,,Corporation,ph,metro manila,QUEZON CITY,1300
1218,Small,Tourism & Hospitality,N/A,Cooperative,PH,Iloilo,Kalibo,5600
1219, Small,Tourism & Hospitality,Hotel,Partnership,Philippines,Cebu,Talisay,6000
1220,Micro,,Resort,Corporation,Philippines,Cebu,Toledo,6014
1221,Medium,Agriculture,Rice Farming,Partnership,PHILIPPINES,Cebu,Lapu-Lapu,6015
1222,med,Transportation,Delivery Services,Sole Proprietorship,Philippines,,QUEZON CITY,5600
1223,lg,food&beverage,TEXTILES,Cooperative,Philippines,Zamboanga,Dipolog,7016
1224,small,RETAIL TRADE,Rice Farming,Inc.,Philippines,Unknown,Toledo,6015
1225,N/A,food&beverage, software,LLC,PH,Davao,Samal,8000
1226, Small,N/A,Car Rental,Cooperative,Philippines,N/A,Iloilo City,5800
1227,Small,Technology,electronics,LLC,,Iloilo,,5600
1228,Large,construction ,Laboratory,Cooperative,Philippines,Cebu,manila,6000
1229,Small,food&beverage,Food Products,Cooperative,Philippines,Cebu, cebu city,6014
1230,Medium,N/A,Training Center,Sole Proprietorship,Philippines,Davao,Samal,8002
1231,Micro,Education,misc,Partnership,Philippines,Metro Manila,Mandaluyong,1630
1232,Medium,Financial Services, software,N/A,Philippines,Metro Manila,QUEZON CITY,1200
1233,lg,Retail Trade, software,corporation,Philippines,Davao,Samal,8119
1234,Medium,Manufacturing,Furniture,PARTNERSHIP,Philippines,Iloilo,Iloilo City,5800
1235,Micro,Education,grocery ,Inc.,Philippines,Iloilo,Bacolod,5000
1236,Medium,Telecommunications,Mobile Services,Cooperative,Philippines,Zamboanga,Dipolog,7100
1237,MEDIUM,RETAIL TRADE,N/A,Cooperative,Philippines,Zamboanga,Zamboanga City,7100
1238,Medium,Manufacturing,grocery ,N/A,Philippines,Metro Manila,Taguig,1600
1239,Large,,Restaurant,Sole Proprietorship,Philippines,Metro Manila,Las Piñas,1200
1240,N/A,Manufacturing,Food Processing,LLC,Philippines,metro manila,Tagum,8105
1241,Small,,Public Transport,Corporation,Pilipinas,Zamboanga,Pagadian,7016
1242,,Education,Tutorial,Sole Proprietorship,Philippines,Cebu,Lapu-Lapu,6000
1243,N/A,Technology,Digital Marketing,Partnership,Philippines,Zamboanga,Zamboanga City,7100
1244,Small,Manufacturing,Food Processing,PARTNERSHIP,Philippines,Metro Manila,Makati,1200
1245,Large,,,Sole Proprietorship,ph,N/A,N/A,6015
1246,Medium,Technology,TEXTILES,Partnership,Pilipinas,Unknown,manila,1000
1247,Large,Tourism & Hospitality,Restaurant,Cooperative,Philippines,Iloilo,Iloilo City,5000
1248,Micro,Financial Services,Microfinance,Corporation,Philippines,Cebu,Mandaue,6045
1249,Micro,Financial Services, software, LLC,Philippines,Metro Manila,Makati,1770
1250,Large,construction ,E-commerce,Sole Proprietorship,Philippines,N/A,,6014
1251,Medium,Financial Services,electronics, LLC,Philippines,Metro Manila,,1770
1252,Large,Tourism & Hospitality,N/A,Corporation,Philippines,,Unknown,6038
1253,Micro,Transportation,,N/A,Philippines,CEBU,Mandaue,6038
1254,Medium,Construction,Commercial,Cooperative,N/A,,QUEZON CITY,7016
1255,Micro,Real Estate,Property Management,Partnership,N/A,Cebu,Toledo,6015
1256,Micro,Construction,Residential,LLC,Philippines, Davao,Muntinlupa,1770
1257,Medium,food&beverage,Medical Equipment,LLC,Philippines,Davao,Samal,8000
1258,lg,Import/Export,Automotive,Partnership,Philippines,metro manila,,6100
1259,MEDIUM,RETAIL TRADE,Food Truck,Sole Proprietorship, Philippines,Davao, cebu city,8119
1260,Large,Education,Tutorial,Sole Proprietorship,Philippines,metro manila,Talisay,6015
1261,Micro,Retail Trade,Electronics Store,Corporation,Philippines,Cebu,Lapu-Lapu,6015
1262,Medium,food&beverage,Residential,Sole Proprietorship,Philippines,Davao,Tagum,8119
1263,N/A,Food & Beverage,Catering,Partnership,N/A,Iloilo,Bacolod,5000
1264,MEDIUM,Agriculture,,PARTNERSHIP,ph,Cebu,N/A,6000
1265,MEDIUM,construction ,Hotel,LLC,philippines,Davao,manila,8100
1266,Large,Agriculture, software,Partnership,Pilipinas,Zamboanga,Dipolog,7000
1267,Medium,Construction,,LLC,Philippines,metro manila,Kalibo,5000
1268,Medium,Other,Vocational,Partnership,,CEBU, cebu city,1100
1269,Micro,Healthcare,Dental,Cooperative,philippines,Zamboanga,davao ,7100
1270,Medium,food&beverage,Public Transport,coop,Philippines,Iloilo,Kalibo,5000
1271,med,manufacturing,Logistics,Sole Proprietorship,, Davao,Unknown,1630
1272,Micro,Real Estate,Real Estate Brokerage,coop,Philippines,N/A,Pagadian,7016
1273,Medium,Technology,,Partnership,Philippines,Zamboanga,N/A,7100
1274,Small,Education,other,sole prop,Philippines,Zamboanga,QUEZON CITY,7100
1275,Small,Retail Trade,Hardware,Cooperative,Philippines,,Tagum,8105
1276,Medium,,Commercial,Sole Proprietorship,Pilipinas,Cebu,Toledo,6015
1277,Small,Other,Fishery,Cooperative,Philippines,Davao,Tagum,8100
1278, Small,Transportation,Car Rental,Sole Proprietorship,Philippines,Iloilo,Roxas,5000
1279,large ,RETAIL TRADE,Clothing,Partnership,Philippines,Zamboanga,Dipolog,7100
1280,Large,RETAIL TRADE,,LLC,Philippines,Unknown,N/A,8000
1281,Small,manufacturing,Call Center,LLC,Philippines,Iloilo,Kalibo,5000
1282,Medium,Construction, software,Sole Proprietorship,ph,Zamboanga,Dipolog,7000
1283,Small,N/A,Mobile Services, LLC,Philippines,Davao,Tagum,8119
1284,Unknown,Transportation,Trucking,Partnership,,Davao,Samal,8000
1285,Medium,construction ,Residential,Sole Proprietorship,Philippines,Davao,Samal,8000
1286,Large,Food & Beverage,TEXTILES,Partnership,Philippines,Davao,Panabo,8000
1287,Large,Healthcare,Medical Equipment,Sole Proprietorship,Philippines,Iloilo, cebu city,5800
1288,Micro,Food & Beverage, software, LLC,N/A,Metro Manila,Mandaluyong,1200
1289,small,Tourism & Hospitality,Resort,Cooperative,Philippines,Iloilo,Bacolod,5600
1290,Unknown,Healthcare,Dental,Sole Proprietorship,,N/A,N/A,8002
1291,Small,Retail Trade,Grocery,Partnership, Philippines,Davao,QUEZON CITY,8119
1292,Large,Financial Services,Investment,Sole Proprietorship,,Zamboanga,Zamboanga City,7100
1293,Large,Food & Beverage,Food Truck,Corporation,PHILIPPINES, Davao, cebu city,7000
1294,Unknown,Other,Call Center,Partnership,Philippines,Cebu,Lapu-Lapu,6038
1295,small,Retail Trade,Clothing,Partnership,Philippines,Zamboanga,Pagadian,7000
1296,Large,Education,electronics,Sole Proprietorship,philippines,metro manila,Dipolog,7000
1297,Micro,Technology,Digital Marketing,LLC,Philippines,Iloilo,Kalibo,5000
1298,Micro,Construction,Renovation,sole prop,Philippines,Metro Manila,Quezon City,1630
1299, Small,Financial Services,Insurance,Partnership,Philippines,Cebu,Lapu-Lapu,6014
1300,Micro,Financial Services,Investment,Sole Proprietorship,Philippines,metro manila,davao ,7000
1301,Micro,RETAIL TRADE,electronics,LLC,Philippines,iloilo ,Bacolod,6100
1302,,Food & Beverage,Food Truck,Sole Proprietorship,Philippines,N/A,Manila,1200
1303,Medium,Healthcare,Medical Equipment,Sole Proprietorship,,Zamboanga,Unknown,7016
1304,Micro,Agriculture,grocery ,sole prop,Philippines,, cebu city,7000
1305,Large, Technology,Fishery,Corporation,N/A,metro manila,manila,7100
1306,Small,Technology,electronics,Corporation,Philippines, Davao,Las Piñas,1600
1307,Large,Financial Services,Microfinance,LLC,Philippines, Davao,davao ,5800
1308,Medium,Import/Export,Consumer Goods,,Philippines,Metro Manila,Unknown,1600
1309,Large,Other,TEXTILES,Partnership,Philippines,Cebu,N/A,6045
1310,lg,food&beverage,TEXTILES,Sole Proprietorship,philippines,Metro Manila,Pasay,1550
1311,Large,Telecommunications,Call Center,Partnership,Philippines,Iloilo,Bacolod,5600
1312,Micro,Healthcare, software,Cooperative,Philippines,Cebu,Cebu City,6014
1313,Medium,Food & Beverage,Restaurant,LLC,PH,Metro Manila,Unknown,1400
1314,Medium,Construction,Residential,Cooperative,Philippines,Metro Manila,davao ,1630
1315,Micro,RETAIL TRADE,N/A,Partnership,Philippines,metro manila,Cebu City,6014
1316,lg,Other,Textiles,LLC,Philippines,Davao,Tagum,8105
1317,lg,Telecommunications,Network Equipment,N/A,Philippines,Zamboanga,Dipolog,7000
1318,Small,Retail Trade,Clothing,Corporation,Philippines,Iloilo,,6100
1319, Small,RETAIL TRADE,E-commerce,Partnership,Philippines,,Unknown,8000
1320,Large,Healthcare,N/A,Corporation,N/A,iloilo ,Panabo,8119
1321,Small,Food & Beverage,other,Cooperative,Philippines,metro manila,Dipolog,7000
1322,Large,RETAIL TRADE, software,Cooperative,Philippines,Iloilo,QUEZON CITY,5800
1323,Medium,Manufacturing,Food Processing,Cooperative,Philippines,Zamboanga, cebu city,7000
1324,N/A,Manufacturing,other,Cooperative,ph,iloilo ,Roxas,5600
1325, Small,Transportation,Public Transport,Sole Proprietorship,Philippines,,Digos,8100
1326,,Agriculture,Agricultural Supply,Sole Proprietorship,Philippines,Metro Manila,Manila,1770
1327, Small,Telecommunications,Internet Provider,Sole Proprietorship,Philippines,Metro Manila,QUEZON CITY,1400
1328,N/A,Food & Beverage,Catering,Partnership,Philippines,Cebu,Lapu-Lapu,6014
1329,Large,construction ,Car Rental,Corporation,Philippines,,davao ,6014
1330,Small,Healthcare,Dental,LLC,Philippines,Zamboanga,Pagadian,7100
1331,Medium,Retail Trade,Clothing,Sole Proprietorship,, Davao,Iloilo City,6100
1332,Medium,Agriculture,TEXTILES,PARTNERSHIP,Philippines,CEBU,Kalibo,5800
1333,Medium, Technology,Automotive,Cooperative,Philippines,Cebu,Talisay,6000
1334,Micro,Telecommunications,Network Equipment,Cooperative,Philippines,Davao,Davao City,8100
1335,Micro,construction ,Commercial,corporation,Philippines,CEBU,Dipolog,7100
1336,N/A,Real Estate,Development,Cooperative,PHILIPPINES,Zamboanga,Zamboanga City,7100
1337,Micro,Import/Export,Automotive,,Philippines,Davao,Samal,8002
1338,Large,Healthcare, software,,Philippines,Davao,Davao City,8100
1339,Small,Agriculture,Agricultural Supply,,Pilipinas,metro manila,manila,6014
1340,large ,Education,Private School,Partnership,Philippines, Davao,Dipolog,7000
1341,Large,Retail Trade,Grocery,Partnership,PHILIPPINES,N/A,N/A,6045
1342,Medium,Healthcare,Physical Therapy,,Philippines,Metro Manila,Unknown,1600
1343,Medium,Tourism & Hospitality,Travel Agency, LLC,Philippines,iloilo ,QUEZON CITY,8002
1344,Small,manufacturing,misc,Sole Proprietorship,Philippines,Metro Manila,Pasay,1100
1345,Small,Healthcare,other,PARTNERSHIP,Philippines,Zamboanga,Zamboanga City,7000
1346,Large,Healthcare,Physical Therapy,Inc.,ph,Cebu,Mandaue,6038
1347,Large, Technology,Electronics,Sole Proprietorship,Philippines,Iloilo,Kalibo,5600
1348,Large,Education,Vocational, LLC,Philippines,Iloilo,N/A,5600
1349,MEDIUM,Manufacturing,Automotive Parts,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7016
1350,large ,manufacturing,misc,Sole Proprietorship,Philippines,Iloilo,QUEZON CITY,6100
1351,Unknown,Tourism & Hospitality,Resort,Sole Proprietorship,ph,CEBU, cebu city,1770
1352,Large,N/A,Organic Farming,coop,Philippines,Iloilo,Bacolod,5600
1353,Large,N/A,Mobile Services,PARTNERSHIP,N/A,Metro Manila,Taguig,1200
1354,,construction ,,,PH,,Cebu City,6038
1355,Medium,,Tutorial,Corporation,Philippines,Zamboanga,Unknown,7016
1356,Medium,Real Estate,Development,PARTNERSHIP,Philippines,Cebu,davao ,6038
1357,Micro,Other,Food Processing, LLC,ph, Davao,Pasay,1100
1358,Medium,Transportation,Logistics,Corporation,Philippines,Davao,Davao City,8100
1359,Large,Other, software,PARTNERSHIP,Pilipinas,Metro Manila,Makati,1550
1360,lg,Manufacturing,Food Processing,coop,Philippines,Unknown,Iloilo City,6100
1361,Medium,Transportation,Public Transport,PARTNERSHIP,Philippines, Davao,Quezon City,1630
1362,Medium,Financial Services,grocery ,Sole Proprietorship,Philippines,Metro Manila,QUEZON CITY,1740
1363,MEDIUM,Real Estate,,N/A,philippines,Iloilo,Bacolod,5000
1364,Medium,food&beverage,Industrial Equipment,LLC,Philippines,Cebu,davao ,6038
1365,Micro,Manufacturing,Textiles,Partnership,Philippines,Zamboanga,Dipolog,7100
1366,small, Technology,Catering,Sole Proprietorship,Philippines,Iloilo,Unknown,5600
1367,Large,Technology,Digital Marketing,Inc.,Philippines,Metro Manila,Muntinlupa,1000
1368,Large,Import/Export,misc,LLC,N/A,Davao,Digos,8000
1369,Micro,Technology,E-commerce,Cooperative,Philippines,Iloilo,N/A,6100
