client_uuid,company_size,industry,subindustry,company_type,segment,country,province,city,annual_revenue,employee_count,year_established
H3TJU5T,Medium (50-249),WASTE MANAGEMENT,Composting,partnership,Segment 5,Philippines,Masbate,Masbate City,33858611,110.0,2016
YVVTERE,Large (250+),Telecommunications,broadband services,Cooperative,Segment 2,  Philippines,Capiz,dumalag,207646386,493.0,1993
5PZRMV0,Small_(10-49),Mining,stone quarrying,corporation,Segment 1,Philippines,Negros Oriental,Bayawan,23529039,25.0,2006
3S9FHWR,Small (10-49),Logistics,Cargo_Handling,Cooperative,Segment 2,Philippines,bulacan,plaridel,13172223,24.0,1994
A2RPMYY,  Medium (50-249),Automotive,Auto Repair,Cooperative,Segment 3,Philippines,samar,Matuguinao,88269774,128.0,1987
855WB02,Small  (10-49),Furniture,FURNITURE MANUFACTURING,Cooperative,Segment 2,Philippines,Batangas,Tanauan,24612827,40.0,1993
3B45XXR,Small  (10-49),MANUFACTURING,  Electronics Manufacturing,Sole Proprietorship,Segment 1,Philippines,Zamboanga del Sur,Aurora,18441048,24.0,1982
4Z5TT45,NULL,Media,broadcasting,LLC,Segment 2,  Philippines,Aklan,Altavas,4410007,6.0,1999
NW2YBWM,SMALL (10-49),N/A,Personal Protection,  Corporation,Segment 4,philippines,pangasinan,  Binmaley,21439221,47.2473786189131,1990
P0JJJ1G,micro (<10),Beauty_&_Wellness,health & beauty,CORPORATION,Segment 3,Philippines,Rizal,Taytay,2637698,4.0,1990
0GQGM4I,Micro (<10),Healthcar,Laboratory Services,cooperative,Segment 1,philippines,Sulu,  Omar,7801929,8.749141442945804,1997
04Q7ELW,Micro (<10),  Telecommunications,,Cooperative,Segment 3,PHILIPPINES,Sarangani,maasim,1245503,4.0,2006
2JQCA23,Small (10-49),Manufacturing,chemical processing,Cooperative,Segment 1,PHILIPPINES,Albay,Libon,16739773,15.0,1999
ZNSSTPE,small (10-49),Security,Security_Equipment,Sole  Proprietorship,Segment 1,philippines,  Sarangani,Alabel,9714582,24.0,1980
NNOOTMJ,Medium (50-249),Textiles,  Custom Tailoring,LLC,Segment 4,philippines,Bohol,Antequera,29976270,96.0,1996
BCHLR5D,micro (<10),Pharmaceutica,Drug  Manufacturing,cooperative,Segment 1,  Philippines,Nueva Ecija,Carranglan,4233959,7.860376328523088,2007
XOTFF8F,  Micro (<10),Entertainmen,N/A,Corporation,Segment 1,philippines,Camarines Sur,Cabusao,3394422,5.0,2016
G2IN7IV,Small_(10-49),Automotive,vehicle maintenance,Partnership,Segment 1,philippines,LANAO DEL SUR,BALINDONG,13832552,44.0,2006
RXR0BPT,Medium (50-249),construction,Roofing  Services,  Cooperative,Segment 4,Philippines,Bukidnon,Kalilangan,45632463,119.0,2018
82W2T4O,Small (10-49),Beauty  &  Wellness,Beauty  Products,Corporation,Segment 3,PHILIPPINES,davao del norte,Kapalong,15409360,26.613724350227347,2008
U27QSGZ,Medium (50-249),Sports,Sports_Events,LLC,Segment 3,philippines,Davao del Sur,Sulop,54694071,119.0,1988
I8SFWDJ,Small_(10-49),finance,INSURANCE,Partnership,Segment 3,Philippines,Maguindanao,Datu Hoffer Ampatuan,17281059,31.0,2008
HYCF8VG,N/A,CONSTRUCTION,  General Contracting,Cooperative,Segment 1,Philippines,Zamboanga Sibugay,Ipil,3409839,4.0,2018
JE4FE1X,  Micro (<10),aviation,aviation services,Sole Proprietorship,Segment 2,PHILIPPINES,Aklan,Kalibo,5728657,9.34764632947994,1982
CEB55JR,Micro_(<10),Logistics,N/A,corporation,Segment 2,Philippines,Misamis Oriental,Binuangan,3187040,6.278038239506932,2007
JWNEZZX,Micro (<10),professional services,Consulting Services,Sole  Proprietorship,Segment 1,Philippines,Rizal,cainta,529728,1.0,1991
DQKK21Q,Small  (10-49),NULL,Water_Purification,LLC,Segment 2,Philippines,NORTHERN SAMAR,Las Navas,12372766,19.707296885000098,1994
5KHBEA5,  Medium (50-249),Real Estate,Residential_Sales,LLC,Segment 4,Philippines,Masbate,Aroroy,72976794,113.85060029758637,1983
SQCYWYH,medium (50-249),Media,Public Relations,SOLE PROPRIETORSHIP,Segment 1,philippines,Maguindanao,Datu Anggal Midtimbang,85121225,202.4025448729854,1981
BY5SQTQ,Micro (<10),manufacturing,FOOD PROCESSING,LLC,Segment 1,Philippines,  Ilocos Norte,Laoag,2821677,3.3128182173530543,2016
2EWSBKQ,Micro (<10,Beauty  &  Wellness,cosmetics retail,Cooperative,Segment 1,Philippines,TAWI-TAWI,Turtle Islands,521980,1.0,2002
3KCVS11,Micro (<10),Technology,Web_Development,Corporation,Segment 1,Philippines,Davao del Sur,Davao City,5052259,4.0,1990
VDWOH0G,MEDIUM (50-249),Entertainment,Gaming,LLC,Segment 4,  Philippines,  Northern Samar,gamay,17341537,55.0,1992
10D24XM,Micro (<10),Transportation,Freight Forwarding,Sole Proprietorshi,Segment 2,Philippines,Leyte,Babatngon,1817104,6.795559917852717,2002
IJXSYUY,Small (10-49),Automotive,Car Rental,Partnershi,Segment 2,Philippines,Ilocos Norte,Batac,15708847,32.0,1987
16KJLPY,Micro (<10),  Agriculture,Sugar Production,Corporation,Segment 3,philippines,Negros Occidental,Kabankalan,358592,1.0,2016
WD0HWZH,MICRO (<10),Water,water distribution,Sole_Proprietorship,Segment 1,Philippines,Misamis Oriental,Balingoan,564853,1.0,2017
0KKM8HL,Medium (50-249),NULL,Resort  Management,llc,Segment 2,  Philippines,ILOCOS NORTE,Pagudpud,133239246,249.36963210110235,1985
FZB09DA,  Micro (<10),hospitality,Event Planning,N/A,Segment 2,Philippines,Iloilo,Alimodian,618302,1.0,1982
QG6CY5J,Small  (10-49),Retail,home & garden,Corporation,Segment 2,Philippines,South Cotabato,Koronadal,20566889,42.75217154256497,1988
CCGV6XG,  Small (10-49),Real Estate,Commercial Real Estate,Cooperative,Segment 5,Philippines,Laguna,Cabuyao,9322547,19.0,2018
MCMES3P,Micro_(<10),Professional Service,business consulting,N/A,Segment 3,Philippines,Bukidnon,Malaybalay,2917878,7.0,2008
EPZI2AY,micro (<10),Textiles,garment manufacturing,Cooperative,Segment 2,Philippines,Cebu,Talisay,3716499,7.0,1988
ZEPOJY4,Micro (<10),  Education,Early Childhood Education,Cooperative,Segment 4,Philippines,Misamis Occidental,Tangub,4886447,7.0,1980
AGIWAKQ,Micro (<10),Chemicals,Pesticides,Partnershi,Segment 1,Philippines,Batangas,Rosario,1231833,4.0,2000
60VNQ7L,Small_(10-49),  Mining,Gold Mining,LLC,Segment 1,Philippines,negros occidental,Kabankalan,36168015,32.0,2009
T9ERFYC,MICRO (<10),EDUCATION,Educational Materials,LLC,Segment 1,Philippines,RIZAL,Binangonan,2518853,6.12632543057327,1998
ZVG3NJP,Micro (<10),Entertainment,amusement parks,Corporation,Segment 1,PHILIPPINES,zamboanga sibugay,NAGA,1819479,5.0,2009
8CO59ZN,Micro (<10),entertainment,Film_Production,llc,Segment 2,Philippines,sulu,Kalingalan Caluang,3616689,8.453807850439635,1998
8DX9J7T,Micro (<10),  Furniture,Furniture Manufacturing,cooperative,Segment 3,Philippines,Capiz,panitan,2489640,5.0,2011
R6SBZ9F,small (10-49),automotive,Vehicle Customization,LLC,Segment 4,PHILIPPINES,Albay,legazpi,28577330,39.29533139292979,1995
TBYRIEQ,Micro_(<10),mining,Limestone Mining,corporation,Segment 2,Philippines,Eastern Samar,Arteche,902294,1.0,2001
8E45KNN,Micro (<10,Waste Managemen,Waste_Disposal,Corporatio,Segment 2,Philippines,Masbate,Masbate City,2250613,5.0,2012
QRKRR5Y,Small (10-49),Media,publishing,llc,Segment 1,Philippines,Rizal,Cardona,12901587,31.266660688661737,2018
LU62QGB,SMALL (10-49),water,WATER DISTRIBUTION,Sole Proprietorship,Segment 1,Philippines,ilocos norte,Laoag,14845871,21.0,1981
7L9APFM,micro (<10),chemicals,Agricultural Chemicals,PARTNERSHIP,Segment 2,Philippines,Zamboanga_Sibugay,Malangas,5120226,9.0,2004
XBJ8OB2,Micro (<10,Real_Estate,property management,Sole Proprietorship,Segment 2,philippines,Isabela,Angadanan,2406866,3.0,2004
3HWTJZL,Micro (<10,sports,N/A,Partnershi,Segment 4,Philippines,Tarlac,Camiling,626247,1.0,1995
AI73TCO,Small  (10-49),education,Online Learning,llc,Segment 1,Philippines,Camarines Sur,Bula,10840492,26.57380507892422,2015
BZ8NLT2,Small_(10-49),furniture,office furniture,,Segment 1,Philippines,Northern Samar,Biri,13209832,19.0,2010
3AGCGWZ,NULL,Marin,Marine Transportation,Sole Proprietorship,Segment 2,Philippines,Tarlac,concepcion,443737,1.1066689030799028,1988
D7YCKZB,micro (<10),Healthcare,Medical Equipment,,Segment 1,Philippines,Tarlac,Camiling,1691173,4.244298566245031,2009
QNVK59L,Medium (50-249),  Construction,Building Materials,LLC,Segment 1,Philippines,Isabela,Ilagan,93033525,166.0,1995
1SIJN0R,Micro  (<10),Beauty & Wellness,Personal Care,Corporation,Segment 3,Philippines,Sultan Kudarat,Isulan,4723424,9.0,1991
FT0B4H2,Micro  (<10),Textiles,Textile Design,Cooperative,Segment 1,PHILIPPINES,bulacan,Pulilan,786122,1.0,1986
6ILQ7NY,Small (10-49),Education,vocational training,sole proprietorship,Segment 3,Philippines,LA UNION,Bangar,15650347,23.0,1991
FK79KAS,NULL,Logistics,Third-party Logistics,CORPORATION,Segment 1,Philippines,Lanao del Norte,KAUSWAGAN,31757359,48.0,2012
DSPW3Q0,Micro  (<10),education,Online_Learning,  Cooperative,Segment 1,Philippines,Maguindanao,BULDON,521648,1.0,1998
JCOPZ7A,Small (10-49,finance,investment services,partnership,Segment 2,Philippines,Camarines  Sur,Buhi,21271102,21.0,1985
QV7G8ZB,Small (10-49),  Finance,Banking Services,Sole  Proprietorship,Segment 4,Philippines,Metro Manila,Navotas,26443258,39.0,1998
MPP3JC4,Micro (<10),Marine,Marine  Construction,llc,Segment 2,Philippines,Aklan,Balete,1681389,4.0,1994
0FBZD33,micro (<10),Waste Managemen,Hazardous Waste,Partnership,Segment 3,Philippines,Bohol,Bilar,1210953,2.0,1996
2L3CP8T,  Micro (<10),Waste_Management,Environmental Consulting,LLC,Segment 1,Philippines,Cagayan,Camalaniugan,2413600,7.0,1981
W56K16N,MICRO (<10),Education,,CORPORATION,Segment 3,Philippines,Cavite,Carmona,4017122,7.0,1983
F05G32L,micro (<10),technology,CYBERSECURITY,Corporation,Segment 1,Philippines,  Camarines Sur,Iriga,719060,1.0,1981
V4YN70B,Small (10-49),Hospitality,Food_Service,LLC,Segment 3,philippines,Pangasinan,Lingayen,19684414,38.0,1998
E4EM7YS,MICRO (<10),HOSPITALITY,Restaurants,cooperative,Segment 2,Philippines,  Sarangani,Alabel,2066876,6.0,2002
8UVCNX9,Small (10-49),BEAUTY & WELLNESS,Spa Services,LLC,Segment 4,  Philippines,Pampanga,  Candaba,23028735,42.22244497084448,1999
J07L9I6,Large (250+),Furniture,Furniture Manufacturing,sole proprietorship,Segment 2,Philippines,Davao Oriental,Boston,235925492,653.4289207159984,2016
OMRXDI2,Micro (<10),N/A,Catering Services,LLC,Segment 1,Philippines,Zamboanga del Sur,Guipos,956017,3.0,2007
IIOIDVW,Small (10-49),NULL,physical therapy,CORPORATION,Segment 1,Philippines,Pangasinan,  Mangaldan,7155493,13.503217369115289,1999
HE0E2ON,medium (50-249),BEAUTY & WELLNESS,Beauty Salons,LLC,Segment 4,philippines,CAGAYAN,Buguey,58867444,114.0,1984
AQOM5TS,Micro (<10,Professional Services,Business Consulting,LLC,Segment 2,Philippines,Batangas,San Juan,1422071,2.0,1988
6SBS0AO,Micro (<10),Hospitality,Restaurants,Partnership,Segment 3,PHILIPPINES,Northern  Samar,Allen,2360847,7.713490954072829,1994
66Y62S4,Micro_(<10),N/A,Hotels & Lodging,Sole Proprietorshi,Segment 1,Philippines,Misamis Oriental,Binuangan,3157342,7.0,2004
114M5R4,Micro (<10,N/A,Technical Services,cooperative,Segment 1,Philippines,sarangani,Malapatan,5377646,8.0,1986
7FVVPTI,Micro  (<10),Energy,Renewable Energy,Partnershi,Segment 1,Philippines,ZAMBOANGA DEL SUR,Dumalinao,7586542,6.0,2010
EGU8MVH,NULL,Education,Vocational Training,Sole  Proprietorship,Segment 5,Philippines,Metro Manila,Navotas,1839885,4.0,2013
VIOV6QC,Medium (50-249),Technology,Cybersecurity,  LLC,Segment 3,Philippines,Metro  Manila,Muntinlupa,181606837,166.0,2012
1XVEGQN,SMALL (10-49),entertainment,Gaming,Corporatio,Segment 4,Philippines,Zamboanga del Sur,Bayog,4812540,10.0,1985
3ABUMYM,Small (10-49),Medi,Radio  Services,Corporation,Segment 1,philippines,Compostela Valley,Mabini,15313185,38.1421292956892,1999
0UBW647,small (10-49),Sports,Sports_Medicine,Cooperative,Segment 3,Philippines,Davao del Norte,New Corella,5288194,16.25046372130764,2011
14RQVSW,Micro (<10,Technology,IT Consulting,LLC,Segment 3,Philippines,  Camarines Sur,  Bula,6355639,5.812304765259876,2005
C8JL57Z,Small_(10-49),Waste Management,Sanitation_Services,Sole Proprietorship,Segment 1,philippines,la union,Balaoan,13747161,20.0,1981
HA2NXVC,Medium (50-249,water,Water_Purification,Cooperative,Segment 4,Philippines,Pangasinan,Calasiao,51246626,89.5589060357459,1980
CO15FEH,Medium (50-249),Media,NULL,Sole Proprietorship,Segment 4,philippines,Davao Oriental,Mati,66301974,195.2852886953272,2002
GXRGEUX,Micro_(<10),construction,general contracting,llc,Segment 4,Philippines,Eastern Samar,Guiuan,2805503,5.0,2017
EQJ6OWC,Micro (<10,Educatio,vocational training,Cooperativ,Segment 3,Philippines,Ilocos Norte,Paoay,2399672,7.0,2002
11PRVI4,Micro (<10),  Construction,Concrete Work,llc,Segment 1,Philippines,Cavite,Silang,2887170,5.200901790483591,2011
I7VC3MD,micro (<10),Education,Early  Childhood  Education,Sole Proprietorshi,Segment 1,  Philippines,Zamboanga_del_Norte,Godod,3588174,9.590659484210049,2011
WPGXYKS,Medium  (50-249),MEDIA,Print  Media,Partnership,Segment 5,Philippines,Aklan,Altavas,31467697,72.0,1997
IR0O4TZ,  Micro (<10),  Furniture,Custom Furniture,Cooperative,Segment 1,Philippines,lanao del sur,bubong,3783101,7.0,1988
LYTDJM5,Micro (<10),Mining,Sand & Gravel,Corporation,Segment 3,Philippines,laguna,alaminos,6716194,8.0,1981
RO6QXSD,SMALL (10-49),Furniture,Custom Furniture,NULL,Segment 3,PHILIPPINES,Bulacan,malolos,17609586,28.656340860733746,2003
V8TZEMZ,Small (10-49),Beauty & Wellness,N/A,Partnership,Segment 3,Philippines,Misamis Occidental,  Don Victoriano Chiongbian,27095741,49.0,1982
3A0B03B,micro (<10),technology,IT Consulting,Corporation,Segment 5,Philippines,Eastern  Samar,Borongan,6391744,6.0,1988
2VKR2E5,Micro (<10,Textiles,Textile  Design,N/A,Segment 1,Philippines,Iloilo,Badiangan,6842439,9.0,1981
EYQIFKD,micro (<10),Hospitality,Catering_Services,Sole_Proprietorship,Segment 1,  Philippines,Samar,Matuguinao,1800415,4.776766935837034,2011
GDY9WKY,Micro (<10),Agriculture,Aquaculture,Sole_Proprietorship,Segment 1,Philippines,Palawan,Aborlan,739135,1.0,2010
IGUYPF8,large (250+),Technology,Tech_Support,llc,Segment 2,philippines,Bukidnon,Kalilangan,1320521682,1881.380206645094,1983
PSC7I9C,  Micro (<10),Education,Early_Childhood_Education,Cooperative,Segment 1,Philippines,Maguindanao,DATU MONTAWAL,1888598,6.0,1997
Y07X37E,Micro (<10),TRANSPORTATION,Bus Services,CORPORATION,Segment 1,philippines,Misamis Oriental,Balingoan,2170928,4.0,1988
A6V7R95,Micro (<10),Pharmaceutica,Pharmaceutical Research,COOPERATIVE,Segment 4,Philippines,zamboanga del sur,Josefina,2830186,5.0,2011
XLWSN1T,Micro (<10),Marine,Marine_Insurance,CORPORATION,Segment 4,Philippines,Zamboanga Sibugay,Diplahan,3751490,6.0,1982
T7B3FKZ,Micro_(<10),Real Estate,residential sales,  LLC,Segment 1,Philippines,camarines sur,Bula,2788584,5.193549910796459,2001
R16J2RG,N/A,logistics,N/A,Corporation,Segment 2,Philippines,PAMPANGA,Bacolor,6112295,9.254643185886135,2003
J0ZY6E5,  Medium (50-249),Sports,Sports Retail,Partnership,Segment 4,Philippines,Bukidnon,Damulog,66825072,120.12357408991629,1990
ZHRR5YA,Micro_(<10),Pharmaceutical,Medical  Devices,Cooperative,Segment 1,Philippines,Compostela Valley,LAAK,1946460,4.0,1991
GIHZV6X,Micro (<10),Beauty & Wellness,Fitness Centers,sole proprietorship,Segment 1,philippines,Masbate,Masbate City,6349145,9.0,2007
EAGE3A6,micro (<10),Energy,Energy Efficiency,Corporation,Segment 1,Philippines,Antique,Caluya,3534474,6.437268512779523,1988
GGFB08A,Medium (50-249),TRANSPORTATION,Bus  Services,  LLC,Segment 2,Philippines,LEYTE,tacloban,55172944,74.25699273202108,2018
8XORS6R,Medium (50-249),Furnitur,NULL,partnership,Segment 1,Philippines,Davao del Sur,Davao_City,95869036,145.0,1980
E0QUZUD,Medium  (50-249),,Tax Services,Cooperativ,Segment 5,Philippines,Bukidnon,Kadingilan,129337810,153.0,2010
5AA241T,Small (10-49),Marine,Marine Equipment,Corporation,Segment 2,Philippines,Misamis_Oriental,Claveria,27118656,34.0,2015
5VP7HA2,small (10-49),Agriculture,aquaculture,partnership,Segment 2,Philippines,EASTERN SAMAR,Can-avid,4815351,10.74406565507571,1990
OBXPFL3,Small (10-49,Transportation,freight forwarding,Corporation,Segment 1,Philippines,South Cotabato,Norala,3379815,11.0,2007
HAEBGVK,medium (50-249),  Water,Water Distribution,sole proprietorship,Segment 2,PHILIPPINES,cagayan,Camalaniugan,123935466,230.0,1997
FRDWR7N,Micro (<10),Automotive,Vehicle  Customization,Corporation,Segment 3,Philippines,Tawi-Tawi,Simunul,2714554,4.0,2003
VMV559J,Micro  (<10),Education,Language Schools,  Corporation,Segment 3,Philippines,Bulacan,Balagtas,2475509,5.836299783544066,2018
WCHUZH3,Micro (<10,  Transportation,  Taxi Services,Partnershi,Segment 3,philippines,Zamboanga  del  Sur,Dinas,4206097,8.518576474225515,1987
07YPYEH,Small (10-49,  Entertainment,Event Management,Cooperativ,Segment 2,Philippines,Negros Occidental,  Sagay,13658835,28.0,1985
M3OTA4H,Large_(250+),telecommunications,broadband services,Cooperative,Segment 4,philippines,South Cotabato,santo niño,304902330,842.4546328578729,1984
M7Y0XXJ,Medium_(50-249),N/A,Courier Services,corporation,Segment 4,Philippines,Rizal,Cardona,122758215,197.0,2001
PFY978P,Micro_(<10),technology,Data_Processing,Cooperative,Segment 3,Philippines,Rizal,Antipolo,6183390,8.0,1996
GKU72IH,micro (<10),Sports,Sports Medicine,Corporation,Segment 1,Philippines,  Isabela,BURGOS,2279224,5.0,2006
UZI16XZ,Small_(10-49),Beauty & Wellness,N/A,LLC,Segment 1,Philippines,northern samar,lapinig,27662170,47.0,2006
7IKMGBN,Micro (<10,NULL,IT Services,LLC,Segment 1,philippines,  Antique,CALUYA,1171746,1.2078573488623805,1994
DUCNJZP,Micro  (<10),pharmaceutical,Drug_Manufacturing,Corporation,Segment 3,Philippines,Zamboanga_Sibugay,Diplahan,6226100,8.0,2006
B171U14,Micro (<10),N/A,Fashion_Design,Partnershi,Segment 2,philippines,Davao del Norte,San Isidro,3900868,8.0,2006
HJR54BZ,Micro (<10),SECURITY,Security Training,cooperative,Segment 2,PHILIPPINES,Aklan,Lezo,1693527,3.4338627178708796,2003
NTOSMR5,Small (10-49),Hospitalit,recreation services,LLC,Segment 4,Philippines,Pampanga,ANGELES,12740413,31.0,2016
P038X95,Small (10-49),Pharmaceutical,Health  Supplements,Cooperative,Segment 4,Philippines,Pangasinan,Urdaneta,4664065,12.67750392061432,2014
0L6VIUK,Large (250+,N/A,medical supplies,sole proprietorship,Segment 4,Philippines,Capiz,  Panitan,480243793,1354.0,1998
QB3VM0X,Micro  (<10),SPORTS,Sports_Coaching,Cooperative,Segment 1,Philippines,Camarines Sur,iriga,3602670,5.0,1988
FBEGAD2,Medium_(50-249),pharmaceutical,Laboratory Equipment,Corporation,Segment 3,  Philippines,Leyte,Baybay,59379602,119.0,1982
Z3D7AP9,Small (10-49,Manufacturing,Chemical Processing,Sole  Proprietorship,Segment 1,Philippines,Cebu,Bogo,14020781,15.0,2006
XOOJVQ4,small (10-49),  Waste Management,Composting,Cooperativ,Segment 1,Philippines,Cebu,Danao,4350046,12.0,1997
ZSF36UY,Micro (<10),AGRICULTURE,Aquaculture,Partnership,Segment 1,Philippines,davao del sur,Padada,3011812,5.0,1980
M7DLZWF,Micro (<10),Professional  Services,technical services,  Corporation,Segment 1,Philippines,Lanao del Sur,Calanogas,3850357,5.0,1982
MKKXCU1,  Micro (<10),Finance,money exchange,Partnership,Segment 2,Philippines,Masbate,Claveria,7669469,9.561733113037349,1986
GAULXHB,Small (10-49),Mining,Nickel_Mining,Cooperative,Segment 4,Philippines,Tawi-Tawi,SOUTH UBIAN,29875009,44.541839631396115,1986
1U5GNA5,Small (10-49,Educatio,VOCATIONAL TRAINING,Cooperative,Segment 1,Philippines,NEGROS ORIENTAL,Canlaon,11113411,21.0,2004
VUDXQ51,small (10-49),NULL,chemical distribution,  Partnership,Segment 3,Philippines,Zamboanga_del_Norte,Godod,23650661,48.0,1983
L5EYWUA,Micro  (<10),Water,Water Equipment,Partnershi,Segment 2,philippines,Masbate,Cataingan,1255086,3.229905053060795,2002
P3EVPOW,Medium  (50-249),  Telecommunications,voice services,Sole  Proprietorship,Segment 1,Philippines,Negros Oriental,Bayawan,56346862,165.0,2015
5AQO2S3,Micro (<10,Aviation,Aviation Insurance,Partnership,Segment 2,Philippines,Negros Oriental,Guihulngan,3891981,5.0,1995
7D6PI1F,Small (10-49),Furniture,Upholstery Services,cooperative,Segment 1,Philippines,Aklan,Kalibo,17592348,28.0,2012
177439X,Small  (10-49),Textiles,Fabric Manufacturing,LLC,Segment 2,Philippines,Zamboanga  del  Sur,pagadian,6758607,22.647355521767206,1996
C5A81ME,Micro (<10),Pharmaceutical,Pharmaceutical Distribution,LLC,Segment 2,Philippines,Lanao_del_Sur,balabagan,2148900,3.0,2000
IXX2SOE,Micro (<10,Financ,Microfinance,Sole Proprietorship,Segment 1,Philippines,Lanao del Norte,Kapatagan,4241790,7.847840978123209,2008
MRPS36G,Micro_(<10),  Technology,Data  Processing,Partnership,Segment 1,Philippines,lanao del sur,CALANOGAS,1379705,1.0,1983
6PYETS9,Micro_(<10),Real Estate,RESIDENTIAL SALES,Sole Proprietorship,Segment 2,Philippines,Leyte,barugo,3540139,3.0,1994
XWH6HUU,Micro (<10),Healthcare,veterinary services,Corporation,Segment 4,Philippines,Davao del Sur,Padada,2496763,3.0,2008
9MFUV8N,Micro (<10),technology,Hardware Sales,LLC,Segment 1,philippines,EASTERN SAMAR,Giporlos,2110330,3.26018737516742,1994
LHO5PA0,Micro (<10),HOSPITALITY,resort management,Partnership,Segment 3,Philippines,negros oriental,Dumaguete,1961261,3.0,1981
43ZY9ZC,Medium (50-249),Professional Services,NULL,Sole  Proprietorship,Segment 3,PHILIPPINES,Cebu,Bogo,32429738,70.0,2015
GF77ZDP,Medium (50-249),Energy,Wind_Energy,Partnershi,Segment 4,philippines,Northern  Samar,LAS NAVAS,148403381,177.0,2010
XR8CPC5,large (250+),professional services,Technical Services,partnership,Segment 4,philippines,Masbate,Aroroy,387329910,1279.0,2014
5FKBHOC,Small (10-49),Beauty & Wellness,NULL,Sole Proprietorship,Segment 2,PHILIPPINES,Maguindanao,Ampatuan,27975851,37.0,2011
48RRGNN,N/A,Professional Services,Technical Services,Sole Proprietorship,Segment 3,Philippines,Tawi-Tawi,simunul,15099465,41.0,2010
IJVAIQH,Micro (<10,Agriculture,Livestock  Farming,corporation,Segment 4,Philippines,Palawan,Puerto  Princesa,1792513,3.0,1982
NWPBDIT,Small_(10-49),Manufacturin,Wood  Products,Cooperative,Segment 2,Philippines,Sultan Kudarat,President Quirino,23448529,29.0,2018
N8PEGUN,Micro (<10),Aviation,AIRCRAFT MAINTENANCE,Cooperative,Segment 1,Philippines,Camarines Sur,Cabusao,1322770,3.0,1985
4224AET,Large (250+,Chemicals,Specialty Chemicals,cooperative,Segment 1,philippines,South Cotabato,banga,611510382,887.0,2003
G112XGR,Small (10-49),Transportation,Logistics_Services,LLC,Segment 4,Philippines,Ilocos_Sur,Cervantes,9141058,12.0,2004
MFQTO4C,Micro (<10),  Water,Water_Testing,Sole_Proprietorship,Segment 4,Philippines,Davao  del  Norte,Santo Tomas,1233624,4.0,2006
SCSTLUD,Small_(10-49),  Agriculture,Poultry Production,Sole Proprietorshi,Segment 1,Philippines,Ilocos Sur,burgos,14994300,48.227684003742645,2010
XRUO9SL,Micro  (<10),Finance,Tax  Services,partnership,Segment 2,Philippines,NORTHERN SAMAR,Capul,7791731,8.792677961572728,2011
JET7P28,Small (10-49,Real_Estate,N/A,NULL,Segment 2,philippines,Samar,Catbalogan,24800892,41.0,2015
DU28ODY,Micro (<10),logistics,International Shipping,LLC,Segment 1,  Philippines,Sulu,Indanan,2559826,5.0,2007
CL8SX7J,small (10-49),Security,Security Training,llc,Segment 5,Philippines,Antique,BELISON,26940852,34.0,2001
8ZFFH0X,Micro (<10,HOSPITALITY,catering services,Cooperative,Segment 1,Philippines,Capiz,  Ma-ayon,1543982,3.0,2003
N1SP4ET,MICRO (<10),real estate,,Sole Proprietorship,Segment 1,Philippines,Davao Oriental,San Isidro,1022692,1.0,1990
H51N0ZF,Micro (<10),  Real Estate,  Land Development,partnership,Segment 2,Philippines,tawi-tawi,South Ubian,2909012,3.0,2015
MRL8O8N,micro (<10),Technology,  Mobile App Development,Partnership,Segment 3,Philippines,Davao  Oriental,Banaybanay,5796071,5.0,1987
V2T6MLQ,  Small (10-49),Mining,Stone  Quarrying,Partnership,Segment 1,Philippines,Bulacan,Marilao,5837247,12.0,1995
5AX8XNN,Medium (50-249),,Electronics Retail,Corporation,Segment 3,Philippines,Ilocos  Norte,Paoay,142693176,225.0,2003
YPSAR9I,Large_(250+),Manufacturing,Metal Fabrication,SOLE PROPRIETORSHIP,Segment 2,Philippines,Zamboanga del Norte,Kalawit,791637861,876.0,1993
BW36Y27,Micro (<10,Transportation,TAXI SERVICES,Cooperative,Segment 1,philippines,cavite,Trece_Martires,7117098,9.0,1991
OQI57UI,Medium (50-249),waste management,Environmental_Consulting,Cooperativ,Segment 1,Philippines,Maguindanao,Buluan,106323743,144.24241672192457,2015
HBPWMIX,Micro (<10,Transportation,Passenger_Transport,Sole Proprietorshi,Segment 2,Philippines,  Lanao del Norte,Bacolod,2046903,3.0,1991
4JOAB2A,Small (10-49),Telecommunications,Voice Services,Partnership,Segment 1,Philippines,Compostela Valley,laak,31159522,41.0,2010
7BMIO8T,Large_(250+),Manufacturing,Food Manufacturing,partnership,Segment 4,Philippines,isabela,Santiago,718285454,823.7297920320175,1984
T73UE7T,Large (250+),,Aviation  Services,Sole Proprietorship,Segment 4,Philippines,Cagayan,Calayan,399446204,1023.8998935244039,1993
KJXYW9C,medium (50-249),N/A,Industrial Chemicals,Corporation,Segment 5,Philippines,Cagayan,Gattaran,53053359,124.0,1994
LQHT87A,Micro (<10),healthcare,MEDICAL SUPPLIES,llc,Segment 1,PHILIPPINES,La Union,bagulin,6149182,9.0,2016
5C9RQQB,Small (10-49),Finance,Insurance,LLC,Segment 5,philippines,Misamis Oriental,Alubijid,15814774,27.0,2011
VLK5TU9,Micro (<10),TELECOMMUNICATIONS,internet services,LLC,Segment 2,Philippines,Antique,Patnongon,698778,1.0,1984
0Y3FH2M,Medium  (50-249),Education,,LLC,Segment 1,Philippines,Ilocos Norte,DUMALNEG,36019951,120.0,2016
