client_uuid,loan_uuid,loan_type,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due
E1JLCAA,A7UA4G1,Working Capital,2021/11-05,181952900,2023-04/29,2023/04/29,21763.33,26
2CGQAUZ,E98EHD0,Business Line of Credit,2021/09-29,138213845,2023/03/23,2023-03/23,13466.7,6
8HZ21MW,NMVJIN9,Equipment Financing,2021-12-01,150265770,2022/11-04,2022/11/26,12219.88,3
4KJIJGT,ZR24C69,Trade Financing,2021-10/07,117968712,2023/11-13,2023-09/27,10952.83,13
DOPOUWY,VW0D2HM,Equipment Financing,2021/10/02,340049422,2022-03-31,2022/03/31,48665.64,45
9OSRZK3,W1XMNB6,Equipment Financing,2021/10/29,108457323,2023-04-22,2023-04-22,4134.32,7
50YG3W2,FASELF5,Business Line of Credit,2021/10/06,390965971,2024-12/11,2024/09/20,260417.33,181
BFVCQJX,PN7SQWE,Business Line of Credit,2021/11/13,135858287,2024-02-19,2023-11/03,2178.58,1
J0A1SN3,4Z2JL3H,Business Line of Credit,2021-10-14,170112617,2022/10-09,2022/10/09,5623.1,20
EI5ADUE,B8S2YWQ,Business Line of Credit,2021-12/24,98236018,2024/12-08,2024-12/08,1563.58,8
0YKO5X7,3EJQ3L7,Working Capital,2021-12/03,293775664,2024/11-17,2024-11/17,102996.12,35
7NS9K0E,5OGSRIF,Business Line of Credit,2021-11-15,233037763,2023-08/27,2023-05/09,8769.21,16
CIBFH2V,QSRGRXV,Term Loan,2021-10-08,334155944,2022/12/19,2022-10/03,91503.38,86
0FNCA4J,LP9D15R,Trade Financing,2021/10/26,112056903,2025/10-05,2025-10/05,9159.65,11
KDOL0D8,L4O72VB,Equipment Financing,2021-12/05,260244583,2022/06/03,2022/06/03,34665.58,9
0CNKYJJ,1FDX8AT,Working Capital,2021/11-20,395739580,2023/12-13,2023/05/14,117682.84,47
E29ZZGB,7IQJ290,Working Capital,2021-10/10,471718199,2023/04/03,2023-04-03,280702.45,130
VFOR872,4DBLHTN,Trade Financing,2021-12/23,328090820,2023/09/13,2023/06/16,30972.94,5
WVTLQ0A,YJNMDVK,Working Capital,2021/10/15,270745022,2023-02-07,2023-04-08,11101.01,10
GBHI2FH,L4FFTPH,Trade Financing,2021/11/28,444818010,2024-11-12,2024-11/12,225627.41,160
R6WXS8X,5Y27QL8,Business Line of Credit,2021-11/23,299540823,2025/06-27,2024/11-07,243017.69,224
IJPPMQ6,UBTI5DB,Term Loan,2021/12/12,231254638,2023/10-09,2023/12/02,24733.52,2
S4YDM9C,HA74A2C,Business Line of Credit,2021-12-12,379770613,2022-06/15,2022/12/07,48765.8,3
ZZC0Y1R,VLYCDWL,Term Loan,2021/10-07,106626704,2024-09/21,2024/09/21,2737.47,17
UGV5DOU,R2SS3E4,Term Loan,2021/12/02,157984868,2024-11-16,2024/11/16,2857.46,0
3227UFP,YFQUKFI,Trade Financing,2021/12/20,147636077,2025/02/12,2024/12/04,14625.68,11
YT0FFIU,9NM31M8,Term Loan,2021-10/15,396228689,2023-06-17,2023-04/08,46799.98,58
L4KDR24,N7EKONW,Business Line of Credit,2021-12-13,382280319,2025/01-26,2024/11/27,14765.31,0
IVPBW2K,L2XQWDZ,Working Capital,2021-11-29,109198070,2023-04-14,2023/05/23,5848.58,1
HPF9418,TMUCTJE,Business Line of Credit,2021-10/23,183003610,2024-04-04,2023/04-16,15281.13,6
5QHYEIW,8GF7Q27,Working Capital,2021-12/06,226077743,2022/12/01,2022/12/01,9106.09,7
EICHJY9,CNLLUT9,Business Line of Credit,2021-11-21,172025727,2022-05/20,2022-05/20,21426.74,3
PAE3PQP,HX11QM8,Term Loan,2021-11-23,196464537,2023/05/17,2023/05/17,6973.87,8
03CJ5EI,XJG7V2R,Business Line of Credit,2021/11-24,136656527,2021/11/30,2022-05-23,16718.31,6
WB8TFM7,Z8P3AM3,Business Line of Credit,2021-11/08,95362187,2023/05/02,2023-05/02,9124.88,1
UBTW6H3,8W4LR4F,Business Line of Credit,2021-12-02,158361491,2023-05/11,2023/05-26,14364.52,1
J3L7Y9D,DCPMU8T,Trade Financing,2021-11-22,228831587,2022/07-14,2022-11-17,8885.49,18
O0AWZ9B,D9FDWNC,Term Loan,2021-12-06,278346634,2023/11-26,2023/11/26,35178.38,4
6ILQ7NY,EB6FGK3,Business Line of Credit,2021-12/10,377594200,2023-11-30,2023-11-30,22886.86,5
6Z0Z8TX,SKG1DLE,Term Loan,2021-10-22,229404854,2023/10/12,2023/10/12,14429.89,1
10W762Q,FJIY28G,Business Line of Credit,2021/12-03,277538395,2024/04-24,2023/11-23,173109.85,56
4SZ2K5U,S5NV0RV,Working Capital,2021-09/28,157983201,2023-09/18,2023-09/18,4977.71,8
HM839SC,W3OBKUB,Working Capital,2021-12-17,269078550,2023/12/07,2023-12-07,24108.56,10
FA3K4PO,NV44XVP,Working Capital,2021/11-02,256789153,2023/04-26,2023-04/26,19969.96,1
56BQJBL,FWI0RSQ,Business Line of Credit,2021-10/10,89375387,2023-04/16,2022-10/05,12636.74,3
589XK9N,O2VYUZC,Trade Financing,2021/12-03,489102001,2024-02-24,2023/11/23,333709.86,107
CL2QGMB,KUUMIW3,Trade Financing,2021-10-10,290867670,2023-09/30,2023-09-30,42880.07,17
KKMNHYR,PG37P6Z,Trade Financing,2021-11-01,376105208,2022/10-27,2022-10/27,50966.52,80
UUD11TB,UJPBFGA,Business Line of Credit,2021-10-28,384418403,2023-04-21,2023-04/21,45207.53,2
QMOH5GM,IWCT01W,Business Line of Credit,2021-10-10,196230398,2023/04-03,2023/04/03,12526.43,0
81SWP1L,YZSL6LN,Equipment Financing,2021/10-16,151010683,2022/10-11,2022/10/11,19848.65,10
JOK78H4,CCJ8L7M,Working Capital,2021/12/11,155413502,2023/06-04,2023/06/04,21447.4,16
00X043X,4YUWYB9,Term Loan,2021-12/15,240638541,2022-12/10,2022-12-10,19980.58,1
FELS415,42VRS5A,Equipment Financing,2021-11/20,379035699,2026-05/31,2025/10/30,26928.92,5
ON9VCD0,LN84O3Q,Term Loan,2021-11/16,211891901,2023/11/06,2023-11/06,19620.77,3
LWEBCGZ,OBR56PX,Term Loan,2021-10/07,245596295,2023-05-10,2023/03/31,20819.02,2
3DEA012,2C2HGBW,Business Line of Credit,2021-12/03,146502877,2024/09-18,2024/11/17,20163.04,13
YROZUV7,8LI4KJE,Business Line of Credit,2021/11/15,543008201,2023/03-25,2022-11/10,163381.76,75
OMOC964,6J8B3M7,Trade Financing,2021-12-08,232282018,2023/06-01,2023/06-01,25903.05,48
PETQOKD,ILT4KCI,Term Loan,2021/12-16,168992748,2023/03/25,2022-12-11,7297.4,14
5AX8XNN,2SUHVQY,Working Capital,2021-11-12,326551000,2023-12-26,2023-11-02,6209.23,18
LSXHVVZ,361COY1,Working Capital,2021/11-30,120096796,2024/11-12,2023/11-20,15255.51,5
FO6S1W2,1W8LGOH,Working Capital,2021/10/04,261271129,2022-04/02,2022-04/02,36000.36,8
LSWHHW7,BSBLLKJ,Working Capital,2021/10/27,239587830,2024-06/20,2024/10/11,13229.98,7
AQOM5TS,RVNDX8A,Trade Financing,2021-11-22,479122334,2022/11-17,2022/11-17,145498.3,64
COB466N,EJCZUNG,Term Loan,2021/12/06,152188879,2023-05-30,2023-05/30,11132.82,2
78NYWU7,K5UIH3Q,Trade Financing,2021/10-03,432028672,2024/01/14,2023/03-27,330782.94,509
BYVEUJW,J5QYFT4,Trade Financing,2021-09-30,356679978,2024-09-14,2024-09/14,9976.98,6
XCSIVVP,IBJYNA6,Working Capital,2021/12/06,211671093,2024/11/20,2024-11-20,19161.89,62
K4JHKTX,BDJARPC,Working Capital,2021/11-26,92193391,2023/05-20,2023/05/20,10523.21,6
L73XDMG,JTDBQ8L,Working Capital,2021-11-01,248630107,2024/01/03,2023/10/22,17359.95,4
5SMXJE0,HS0BB4Z,Trade Financing,2021-12-18,244934705,2025-03-14,2024-12/02,23321.11,22
2J24KW3,AT7SITO,Equipment Financing,2021/11-18,205262676,2023/05/12,2023-05-12,37638.65,73
5Y4DETY,6A20R0B,Equipment Financing,2021/12/24,117117144,2022-06/22,2022/06-22,31245.38,58
MHXSZV5,CQPH3WQ,Working Capital,2021-10-11,162587663,2022-11-04,2022/04-09,21790.26,8
7NSSBWS,SURQUVS,Term Loan,2021/12-15,384918344,2022/06/13,2022/06/13,16543.76,6
0FH5M8B,ELJCVU4,Business Line of Credit,2021-10-19,136142421,2024-06/02,2024-10/03,18993.17,9
CLA0MQH,PK7THUK,Equipment Financing,2021/10/20,275326153,2022-10-15,2022/10/15,180157.43,190
SYCXCLH,B9I6XFS,Term Loan,2021/10/19,146846170,2023/04-12,2023-04-12,7094.76,10
T9MD1GI,O4P5T5Y,Equipment Financing,2021/10/22,147461931,2023/04/12,2022/10/17,35042.02,75
3XT4XGZ,0ECWJD7,Equipment Financing,2021/10/03,254395266,2024-05-04,2024-09/17,30218.76,15
VDQNJ5U,12BX6TK,Term Loan,2021-10/29,367346232,2025-08-06,2024/10/13,45731.45,0
9LI8NO5,UZ1UIQ5,Working Capital,2021/11-29,237564733,2023-05-23,2023-05-23,19996.0,18
MX0O0A8,KUO7097,Trade Financing,2021/11/08,91262666,2023/10-29,2023-10-29,6702.26,0
5QUZ7WE,AD5IXU0,Term Loan,2021-12-15,412246817,2023/06-08,2023-06/08,303336.61,148
SBB97SW,1EYPW5B,Business Line of Credit,2021/10/03,264271612,2023/06/14,2022/09/28,13717.91,4
JCT07CV,ZZ1WRJK,Term Loan,2021/12-04,181778754,2023/05-28,2023-05/28,20600.91,48
FN9HXNE,OVZAAYU,Business Line of Credit,2021-10/31,313148399,2023/12-01,2023-10/21,10379.37,8
NO7W8EA,IRCGF9C,Trade Financing,2021-12/08,248447628,2023/06/08,2022-12/03,26889.45,8
Z2LWSX3,0YQL235,Term Loan,2021/10/21,204460269,2024/10-05,2024/10/05,30385.65,18
1XU4K1D,GBJMFQ9,Working Capital,2021-11-28,99975815,2023-11-06,2023/11/18,12292.39,57
S51149M,7MADDOR,Business Line of Credit,2021/10/03,294184782,2022/09-28,2022-09-28,87242.16,69
0I2HBQ9,59IOSG8,Business Line of Credit,2021/10-12,371367428,2023/10-04,2023/04/05,30533.83,3
UGV5DOU,HDIWEHF,Trade Financing,2021-11/16,362249327,2023-05/10,2023/05-10,41244.7,58
SMP3E6S,ZUF5ZDE,Trade Financing,2021/11/11,390781826,2023/11-01,2023-11-01,69161.41,89
VC3CKQV,A5OCHR9,Trade Financing,2021/12-16,394076441,2023-03-03,2022-12-11,88804.7,44
NXCPRNJ,07LHUGQ,Equipment Financing,2021-10-28,378967373,2023-10-18,2023/10-18,52652.44,12
Y61M0H9,XYH3CHW,Equipment Financing,2021/12/25,292406657,2024-12/09,2024-12-09,71833.45,74
FAZWAUS,UTRWJNW,Term Loan,2021-11/27,266329705,2023/12-31,2023-11-17,23809.91,1
Q3J896A,KPCNXCI,Working Capital,2021/12/09,173475557,2023-08-23,2023-06-02,17619.61,51
O49POZS,GIOSPU1,Equipment Financing,2021/12/08,157675737,2022/12-03,2022-12-03,5906.43,1
1QEES74,2PWJX4J,Business Line of Credit,2021/10-09,168626957,2025/09-18,2025/09/18,17469.2,12
WNGL3SG,FJTKZZD,Working Capital,2021/11-06,328062490,2023/04/30,2023/04/30,28854.11,71
WCJWECD,350MOFC,Business Line of Credit,2021/09/29,222917279,2026-12-13,2026/09/03,24739.24,5
JD5DEQ1,OPMR9V9,Trade Financing,2021/10-13,140029466,2023-12-18,2023/10/03,18149.86,21
O49POZS,44GF37V,Term Loan,2021-09/29,191847577,2022/09-24,2022-09/24,24121.52,9
WY3PPWL,PMOM3SJ,Equipment Financing,2021-10/19,241019330,2023-04-12,2023-04-12,27667.7,0
KSN7NNU,CAJ7ATH,Trade Financing,2021/10-30,257879859,2023-01/16,2023-04/23,37701.31,12
6O4UCB8,2SHG4EJ,Working Capital,2021-12/02,202479667,2023-09-23,2023-11-22,18007.11,20
GLP4TON,0UIEC4U,Business Line of Credit,2021-11-07,265998910,2023/05-01,2023-05-01,31656.82,1
FJJYNMK,UJQ4DR4,Working Capital,2021/12/14,185514150,2023-02/14,2022/12/09,22513.64,0
G5YOSTT,GQ9QG8N,Term Loan,2021/11/16,132065397,2022-09-03,2022-05-15,12983.22,25
7ZFQQ20,GFVJ6CQ,Trade Financing,2021/11-28,461213594,2023-07-22,2023-05/22,336488.79,38
SYOAY81,V3N83QD,Business Line of Credit,2021/12/12,460240374,2025-10-20,2025/11/21,368553.61,51
OGYHGGH,QGTAQK9,Trade Financing,2021-10-17,112652666,2023-10/20,2023-04-10,17535.12,33
XM3SYHC,7VJQGDM,Business Line of Credit,2021/12/25,291516761,2022-06-23,2022-06-23,225342.27,97
CK8S5FH,LQCO5P4,Equipment Financing,2021/10-13,306294200,2022/11/15,2022-10-08,79101.06,46
T0EEHM7,EWM3CD2,Working Capital,2021/09-29,146054596,2023-11/11,2023/09/19,17478.94,0
24191SC,3KVSVAF,Business Line of Credit,2021/12/22,379774779,2024-12-06,2024/12/06,339653.12,39
5IP368H,FTFR3KC,Trade Financing,2021-10/24,278966561,2023/04-17,2023/04-17,33995.87,17
4JVNIRH,787R6LR,Business Line of Credit,2021/11/17,209961293,2023/01-21,2022/11-12,7069.13,3
MU5ZAUL,OVFTBW5,Equipment Financing,2021-10-14,453092876,2023/10-04,2023-10/04,265877.61,46
TDKFG3W,I6ZA7NE,Term Loan,2021/11-14,454238576,2023/04/04,2023-05-08,284952.81,170
VQRUOSR,2H6ABOJ,Equipment Financing,2021-10/10,300147419,2023-07/10,2023-04/03,38659.91,8
QEO0T8Q,UKD3HFV,Trade Financing,2021/11/09,334093451,2023/10/30,2023/10-30,131161.31,86
7AFFPAE,USYP5Z5,Business Line of Credit,2021-10-02,205192684,2022/09/27,2022-09/27,57041.33,70
B50BV70,TPE6758,Working Capital,2021/10/08,105458507,2023-04-01,2023/04/01,22119.77,66
8HSC2BX,HIXMBZO,Term Loan,2021/10-10,467936975,2025/04-09,2025-09/19,406186.21,99
ZNHMM1R,QUQASLL,Term Loan,2021-10-23,347256080,2024/02-17,2023-10/13,50195.05,1
XFP9ODB,AKLSZGT,Term Loan,2021/11-11,148834271,2023/05-05,2023-05-05,4682.6,9
KM1JW44,CANLMB7,Business Line of Credit,2021-10/10,156393387,2023/09/30,2023/09-30,20627.94,1
RD5DUHL,OEZ9MCN,Trade Financing,2021/12-09,347921002,2023/06/02,2023-06-02,262843.63,362
ZDMKXVZ,HFVWOFY,Equipment Financing,2021/11-19,196909485,2023/05-17,2023/11/09,21253.81,0
FELS415,JE0X4SK,Trade Financing,2021/12/18,207898201,2022/04-04,2022-06/16,12357.5,2
5YG34LI,05M7EE7,Business Line of Credit,2021-10-08,350398212,2023/06/23,2023/04/01,44594.4,11
SZYYJTE,95MD6BB,Working Capital,2021/10-02,260182090,2025/04-24,2024/09-16,8080.73,0
YROZUV7,OURXZCT,Term Loan,2021/11/20,488125448,2023/04/21,2023/05-14,296154.54,151
IHIOEPS,KPD3OQ6,Business Line of Credit,2022/01/17,282273420,2024/06-06,2024-01/07,34355.15,0
HP4GEBD,6IGX5BN,Working Capital,2022-03-23,386956135,2023-09/14,2023/09/14,51099.01,10
4L0E23M,CH5E7R5,Working Capital,2022-01-23,348579970,2023/01/18,2023-01/18,36530.43,69
BHGUV8R,PCBOF44,Term Loan,2022/03-09,357312728,2023-08/31,2023/08-31,10480.81,4
4YWUPDH,LHVBFM1,Term Loan,2022/03/14,192085822,2024-03/03,2024-03/03,14685.85,20
35OU23Y,6D9ZJB0,Term Loan,2022/03/12,254718173,2023-11-09,2023/09/03,20869.19,2
2ROWSOR,E82X8YV,Business Line of Credit,2022/03-20,246192073,2024/03-09,2024/03/09,51946.39,68
J7F11ML,69TSSLA,Equipment Financing,2022/02-02,280343781,2024/01-23,2024-01/23,40125.51,5
NA0GHPW,G5N6CX4,Trade Financing,2022/01/23,404693876,2022-07/22,2022-07-22,104748.8,38
L3Q9RRW,2W5048N,Term Loan,2022/03-09,410436316,2024/04/05,2024-02/27,77068.26,68
BM2MTKI,XEJST12,Equipment Financing,2022-03-09,132546703,2023-11-10,2023/03/04,10467.21,16
06F3ZN4,0TJVR9X,Business Line of Credit,2022/03/24,538302919,2025-05-07,2025-03-08,267440.41,310
J10MAVW,KSOOUWA,Equipment Financing,2022/02-19,284937567,2023-02/14,2023-02-14,79623.56,61
L92S8BR,S7G6WXH,Trade Financing,2022/02/20,435355634,2023/02-15,2023-02/15,164585.56,201
ULFOUU1,RU3MQUI,Business Line of Credit,2022/02/27,234823387,2022-08-26,2022-08/26,13507.09,11
SGL2P3X,RO9H3AE,Working Capital,2022/02-21,307054966,2024-02/11,2024/02/11,249803.91,383
7C3CRWH,0WRCYMA,Term Loan,2022-02-26,267033006,2026/09/30,2027/01/31,35057.45,73
Z4EAO2Y,EJTQBEX,Working Capital,2022-01-13,224343579,2024-09-01,2024-01/03,31313.89,6
O4WVP2T,JEP2LMQ,Trade Financing,2022-02-03,191020993,2025/01-18,2025-01-18,52373.97,35
TGPQ0ON,AJC2OZI,Business Line of Credit,2022-01-07,127168612,2022-12/15,2022/07-06,13331.97,16
I7VC3MD,H4B6OTW,Trade Financing,2022/03-13,354645262,2023-03/08,2023/03/08,15787.7,14
943LUL8,ABM7ZY4,Equipment Financing,2022/01/02,382417956,2024/06-05,2023/12-23,52656.52,1
7MWV0EK,A7Y4D1Y,Working Capital,2022/03-27,260231547,2024-09-21,2024/03/16,61091.54,44
B0H0QD4,VU88N3C,Trade Financing,2022/02-07,471433661,2023/05-15,2023/08-01,165714.7,46
0SLPHYX,8JBU99H,Working Capital,2022-02-23,414675712,2027/01-28,2027/01-28,28191.26,1
3WYYMYQ,2WHV6M4,Working Capital,2022/03/10,285266228,2023/03/05,2023/03/05,14032.13,7
9CUCILH,LYOAAT1,Working Capital,2022/02-10,223841458,2022/12/06,2022-08/09,12282.72,3
2WZ5FHQ,V65XKDV,Business Line of Credit,2022/03-01,391203001,2023/08-23,2023-08/23,57581.03,24
K4M3YLU,3HQ54QX,Equipment Financing,2022-02/27,335789575,2024/02-17,2024/02/17,31613.82,22
74KHL87,ST3LD0K,Equipment Financing,2022-03-01,248653712,2026/05-01,2026-02-08,20225.57,0
UX3F8TT,BWXFRPP,Business Line of Credit,2022-01/07,414747088,2023/10-01,2023-12/28,56780.14,5
9KMJJDK,MXWM2SJ,Term Loan,2022/02/03,422692222,2022-09/16,2022-08/02,12990.39,8
WSUSSGA,Q0SC945,Term Loan,2022-01/26,384102759,2023-09-01,2023-01/21,22356.39,2
9BM698M,3S1QV2G,Trade Financing,2022-01-30,417814592,2024/08/28,2024/01/20,113710.24,44
SIIEW7V,8WHH5JY,Working Capital,2022/01/07,142743497,2023/01/02,2023-01-02,14226.09,9
6M5QXB9,AAVA4QE,Equipment Financing,2022/02-19,298159537,2026-11-30,2026/01/29,35088.89,12
29NT2GC,TH8TF24,Trade Financing,2022-03/14,137391135,2023/01/14,2023/03-09,19187.75,26
32NFZZG,7XN4WHX,Working Capital,2022-03/26,220000438,2023/10-25,2023-09/17,22699.21,39
FHSTB0G,RNA8NF0,Term Loan,2022-01-14,403309515,2023-01/09,2023/01-09,15223.35,5
ANZ8IHU,YOTB0L4,Equipment Financing,2022/03-14,374569097,2023/03-09,2023/03-09,30541.12,3
BBN17JX,DQR2OLV,Working Capital,2022/03/13,260894678,2023-07/11,2023/03/08,68270.53,42
UJ3XC2H,YH663AW,Business Line of Credit,2022/01-20,348345094,2022/10-22,2022/07/19,9360.67,3
4U3ED5E,XV39H1S,Term Loan,2022/03-25,190118835,2023/03/20,2023-03-20,29364.8,60
HZKW5AI,36ABSCI,Term Loan,2022/02/23,289115547,2023/04/30,2023/02/18,39681.25,17
HE1SY7R,PHGXLAP,Working Capital,2022/03/30,329119248,2024/01-06,2023-09-21,51794.6,44
558O53S,Y66YAYP,Equipment Financing,2022-03-02,182266656,2023-06/19,2023/08/24,22447.13,4
T0M5YO3,TQS1K79,Term Loan,2022/02/28,423737961,2024/02-18,2024-02/18,9760.77,0
IXX2SOE,VA40KAU,Trade Financing,2022-03/04,107125264,2024/02/22,2024/02/22,6426.62,17
YHTJY3L,2I6MMV9,Trade Financing,2022-03-01,131100096,2022-12-01,2022/08/28,10506.33,55
U4AM79P,KOLHNAH,Trade Financing,2022/03-10,250679625,2023/09-01,2023-09/01,37261.53,51
KAKIYAB,RBYZLHG,Business Line of Credit,2022-01/14,451790350,2023-07/08,2023-07/08,219180.52,211
J8Q5I4O,LU49ZXK,Equipment Financing,2022-01/29,125862267,2024-01-19,2024-01-19,9765.42,2
I9POJP9,FQNQJYT,Equipment Financing,2022/02-01,363620366,2023-01/27,2023-01-27,72957.95,56
5774459,NNWR9LF,Trade Financing,2022-03/02,503146969,2025/09/14,2025/02/14,245483.66,320
YVFCCVE,21DTGYY,Term Loan,2022-01/01,413587645,2027-01/24,2026-12/06,33407.65,7
G9B2TI4,EMSKJZ1,Business Line of Credit,2022-02/28,437000599,2023-04/07,2022-08/27,186558.63,421
0WTGN8B,8C0ILDA,Equipment Financing,2022-02-27,244437554,2023/08-21,2023/08-21,28198.69,0
24KWZR6,UKD8GAQ,Equipment Financing,2022-03-11,252520460,2024/02-29,2024-02-29,39416.08,62
R64735J,3RCAIJ9,Trade Financing,2022/03/31,393441382,2025/08/30,2025-03-15,113411.35,52
COHF9T5,PLFN74A,Business Line of Credit,2022-02/22,391859493,2023-02/17,2023-02/17,20921.72,10
HXDXSXU,KFZ4DGR,Equipment Financing,2022-02-23,445982343,2023/02-18,2023/02-18,185490.79,234
SHHRVGT,TNWWZIK,Trade Financing,2022/01/07,278619970,2024/12-22,2024-12-22,20669.63,6
E9MQZT6,PHRTE6T,Business Line of Credit,2022-01-19,405618443,2024/05-09,2024/01/09,15798.66,13
TNH76B7,TUQC1R5,Equipment Financing,2022-03-13,290217724,2023/11/17,2023/03-08,42261.39,22
3IWK8VM,EAM4C5D,Equipment Financing,2022-01-02,227279950,2023-05/23,2023/06/26,11020.11,9
9K8627K,0FPO4QV,Trade Financing,2022/01-31,342078954,2024-03/21,2024/01-21,31585.88,39
WFGOI31,PURR6AC,Term Loan,2022/03/04,129660959,2024/02/22,2024/02/22,32616.21,67
YXWGOQT,1AHVQXD,Equipment Financing,2022/03/28,383277786,2024-03-17,2024-03/17,20961.53,22
VYP37E6,IPO9K1D,Equipment Financing,2022-03/11,159679504,2023/09/02,2023/09-02,23088.47,1
81COC16,PANHD5E,Trade Financing,2022/01/29,254768800,2023/01-24,2023/01/24,28084.07,15
LUSYKMC,Q41KQLT,Business Line of Credit,2022/02-04,407636887,2023/07/29,2023-07-29,46579.07,5
OVMKQO7,X8KR7AQ,Trade Financing,2022/03/07,355777317,2023-08/29,2023-08-29,50517.28,10
NV1OFN1,PUW3VX0,Trade Financing,2022-02/23,325214323,2023-02-18,2023-02-18,160593.32,54
CB84SVS,MVK2VF9,Trade Financing,2022/01/22,148660227,2023-01-17,2023-01/17,8079.6,5
TRLQDSW,IO3PQUD,Business Line of Credit,2022/03/03,364107548,2024-02/21,2024/02/21,24932.92,3
OLN5Y7R,XNWD5XL,Trade Financing,2022-01-07,259323579,2022/07-06,2022-07/06,14272.31,14
T8QSVEM,SVIUYWH,Term Loan,2022-02-02,393251323,2023-01-28,2023-01/28,51649.73,48
AH7H2CC,GEDZ6EH,Business Line of Credit,2022/02-17,139763969,2024/12/23,2025/02-01,2227.25,12
LRWSEUT,TZEU8L2,Term Loan,2022/02-17,373191376,2023/11/28,2024/02/07,94035.94,72
RXLKGN9,V62MXXF,Equipment Financing,2022/03/08,148490917,2025-02-20,2025/02/20,11247.73,11
Z4B1MR3,3GYVHAQ,Business Line of Credit,2022-03/08,360132906,2022/12-06,2022-09/04,55445.88,81
EBOM7C9,AW3F1II,Trade Financing,2022/02-20,554957572,2025/02/04,2025/02-04,398276.17,62
O056HF5,07F3WPL,Business Line of Credit,2022-01/26,363616216,2023-01/21,2023-01/21,12226.84,7
0UR0IE4,6Z6X4V7,Business Line of Credit,2022/03/26,406371209,2024-01/03,2023/09/17,10568.32,8
GAULXHB,OX9G6GX,Working Capital,2022/01/10,393380796,2024-12-25,2024/12-25,213709.39,109
BLVEPGH,JBMU345,Working Capital,2022/03-29,213281144,2024/03-18,2024/03-18,27535.23,2
OKBZ7AK,968ACLM,Business Line of Credit,2022/03-17,274446140,2023/09/08,2023-09/08,34869.69,1
RTFPBYA,5GHDH83,Business Line of Credit,2022-02/20,381021976,2023-08-14,2023/08/14,13759.63,3
5RSFEH2,Z4Q1I75,Trade Financing,2022/03/31,352941369,2022/09/27,2022-09-27,308921.09,49
80N4CE2,MAWWFG9,Trade Financing,2022/01-25,274947431,2024/04/14,2024-01/15,66213.65,58
S4COKPA,HRPDD37,Equipment Financing,2022/03/15,119845943,2024-06/02,2024/03/04,12691.57,5
GT787V4,CJOP7UD,Equipment Financing,2022/03-14,356969958,2022-10-14,2023/03-09,8670.04,7
O261N6O,SNEXUBS,Term Loan,2022-01/04,329853756,2023-08-05,2023-06-28,38192.43,3
ZY9FDNV,SSONWWB,Working Capital,2022-01/05,234740391,2023/07-26,2022-12/31,12103.15,7
PTQCF0U,81Z6EJJ,Trade Financing,2022-01/27,417202087,2024/06/20,2024/01/17,362744.26,245
2WCZNSU,XJTWJWU,Term Loan,2022/01/30,425624443,2023-07-24,2023/07/24,59016.65,18
SSZUVLT,GAP3CIN,Equipment Financing,2022/02/19,239829659,2025/02-03,2025/02-03,8744.33,3
XIJFDAF,AL2H6KK,Working Capital,2022/03-15,416153027,2022-09/11,2022/09-11,251652.83,130
T0GSN1Q,3Y7TYMJ,Working Capital,2022/02/15,212770724,2023-08/09,2023-08/09,24319.52,35
THGFYFJ,BFOYL9H,Equipment Financing,2022-02/15,434452646,2023/04-02,2023/02-10,207241.4,500
MA39HI6,LIWOI66,Working Capital,2022-02-06,476965293,2024/03-09,2024-01/27,215415.19,349
7QEB7TB,DRIDA4N,Trade Financing,2022/03-04,302987370,2023-03-04,2022/08/31,35402.41,6
HE0E2ON,GUH00T5,Equipment Financing,2022-02-28,116480487,2023-12/05,2023-02-23,9504.67,5
EYVSTC1,U6SNF0F,Term Loan,2022/02/08,386706319,2024/01/29,2024/01-29,53961.94,36
84SSQD1,S82LRED,Trade Financing,2022-01/08,415643437,2023/12/29,2023/12-29,324846.25,268
MLCYX6G,NZGS3OF,Equipment Financing,2022/02-27,512111284,2024-10/28,2024/02/17,292301.73,131
FAQ5896,XBK4PD9,Business Line of Credit,2022-01-24,100616778,2023/01-19,2023/01-19,24854.52,52
PZRQYZR,PP8CMGK,Trade Financing,2022/02-24,146169541,2023-02/19,2023/02-19,11856.84,7
3J96Y5V,13XLSBT,Term Loan,2022-02/07,200500709,2023-08/01,2023-08-01,21521.06,61
PI4Q4WF,LZMODZF,Business Line of Credit,2022-03-23,212552446,2023-03-18,2023/03-18,31272.3,20
N6BAKF5,S4YUK8N,Business Line of Credit,2022-03-27,342541237,2023-05/26,2023-03/22,268439.22,238
S9NOA3S,O5YDDRW,Equipment Financing,2022-02/03,526270270,2023/11/05,2023/07-28,255924.59,65
BQWU2E5,4Z8TQG4,Trade Financing,2022-03-20,242396701,2027/02-22,2027-02/22,4614.42,9
11PRVI4,RP0N27T,Equipment Financing,2022/01/19,302414703,2025/01-03,2025/01/03,6163.64,3
RQD6G01,CD6BRR1,Business Line of Credit,2022-01/16,429803253,2024/04/25,2024-01-06,189329.17,263
2LTVWZ1,OQXQX6Q,Working Capital,2022-01/18,215583432,2025/01/02,2025-01/02,15685.46,6
8HA1H5F,H98IV78,Equipment Financing,2022/03/08,264022769,2023-10/03,2023-03/03,13496.39,5
